,anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page
2302,Template,Music (1 eps),Mar 2022 - Mar 2022,"1,207 members",[],[],"['Licensors: None found, add some']",['Favorites: 9'],['Popularity: #11773'],['Score: 7.351 (scored by 720 users)'],https://myanimelist.net/anime/51494/Template
2303,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,Special (1 eps),Feb 2008 - Feb 2008,"42,432 members","['Genres: Action, Adventure, Comedy, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 29'],['Popularity: #3088'],"['Score: 7.351 (scored by 18,993 users)']",https://myanimelist.net/anime/3352/Tengen_Toppa_Gurren_Lagann__Mitee_Mono_wa_Miteen_da
2304,Tottemo! Luckyman,TV (50 eps),Apr 1994 - Mar 1995,"3,016 members","['Genres: Comedy, Sci-Fi']",['Broadcast: Thursdays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 26'],['Popularity: #9258'],"['Score: 7.351 (scored by 1,581 users)']",https://myanimelist.net/anime/3672/Tottemo_Luckyman
2305,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,OVA (1 eps),Mar 2015 - Mar 2015,"133,863 members","['Genres: Action, Comedy, Fantasy, Romance, Ecchi']",[],"['Licensors: None found, add some']",['Favorites: 125'],['Popularity: #1500'],"['Score: 7.351 (scored by 71,599 users)']",https://myanimelist.net/anime/28285/Trinity_Seven__Nanatsu_no_Taizai_to_Nana_Madoushi
2306,Uchuusen Sagittarius,TV (77 eps),Jan 1986 - Oct 1987,"1,476 members","['Genres: Adventure, Sci-Fi']",['Broadcast: Fridays at 19:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 15'],['Popularity: #11231'],['Score: 7.351 (scored by 483 users)'],https://myanimelist.net/anime/3317/Uchuusen_Sagittarius
2307,Un-Go,TV (11 eps),Oct 2011 - Dec 2011,"146,347 members","['Genres: Mystery, Supernatural']",['Broadcast: Fridays at 00:45 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 613'],['Popularity: #1409'],"['Score: 7.351 (scored by 57,024 users)']",https://myanimelist.net/anime/10798/Un-Go
2308,Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,Movie (1 eps),Jun 2019 - Jun 2019,"11,832 members","['Genres: Comedy, Romance']",[],['Licensors: Sentai Filmworks'],['Favorites: 73'],['Popularity: #5493'],"['Score: 7.351 (scored by 2,079 users)']",https://myanimelist.net/anime/35645/Uta_no%E2%98%86Prince-sama%E2%99%AA_Movie__Maji_Love_Kingdom
2309,Wu Geng Ji Zhi Tianqi,ONA (42 eps),Dec 2017 - Oct 2018,"3,171 members","['Genres: Action, Fantasy, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 10'],['Popularity: #9107'],"['Score: 7.351 (scored by 1,295 users)']",https://myanimelist.net/anime/36910/Wu_Geng_Ji_Zhi_Tianqi
2310,Yao Shen Ji 4th Season,ONA (52 eps),Apr 2020 - Sep 2020,"5,974 members","['Genres: Action, Adventure, Fantasy, Romance']",[],"['Licensors: None found, add some']",['Favorites: 28'],['Popularity: #7249'],"['Score: 7.351 (scored by 2,547 users)']",https://myanimelist.net/anime/40734/Yao_Shen_Ji_4th_Season
2311,Yeon-ae Halujeon 2,ONA (15 eps),Mar 2018 - Jul 2018,"11,433 members","['Genres: Romance, Slice of Life']",[],"['Licensors: None found, add some']",['Favorites: 25'],['Popularity: #5578'],"['Score: 7.351 (scored by 5,844 users)']",https://myanimelist.net/anime/42629/Yeon-ae_Halujeon_2
2312,"""Bungaku Shoujo"" Movie",Movie (1 eps),May 2010 - May 2010,"66,140 members","['Genres: Drama, Mystery, Romance']",[],"['Licensors: None found, add some']",['Favorites: 222'],['Popularity: #2426'],"['Score: 7.351 (scored by 27,064 users)']",https://myanimelist.net/anime/6408/Bungaku_Shoujo_Movie
2313,Aoki Hagane no Arpeggio: Ars Nova,TV (12 eps),Oct 2013 - Dec 2013,"145,671 members","['Genres: Action, Sci-Fi']",['Broadcast: Tuesdays at 02:55 (JST)'],"['Licensors: Discotek Media, Crunchyroll']",['Favorites: 924'],['Popularity: #1413'],"['Score: 7.351 (scored by 67,580 users)']",https://myanimelist.net/anime/18893/Aoki_Hagane_no_Arpeggio__Ars_Nova
2314,Araburu Kisetsu no Otome-domo yo.,TV (12 eps),Jul 2019 - Sep 2019,"310,016 members","['Genres: Comedy, Drama, Romance']",['Broadcast: Saturdays at 02:25 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,465']",['Popularity: #693'],"['Score: 7.351 (scored by 141,208 users)']",https://myanimelist.net/anime/38753/Araburu_Kisetsu_no_Otome-domo_yo
2315,Aura: Maryuuin Kouga Saigo no Tatakai,Movie (1 eps),Apr 2013 - Apr 2013,"99,323 members","['Genres: Drama, Romance']",[],['Licensors: Sentai Filmworks'],['Favorites: 477'],['Popularity: #1879'],"['Score: 7.351 (scored by 37,049 users)']",https://myanimelist.net/anime/14669/Aura__Maryuuin_Kouga_Saigo_no_Tatakai
2316,Bokutachi wa Benkyou ga Dekinai!,TV (13 eps),Oct 2019 - Dec 2019,"277,457 members","['Genres: Comedy, Romance']",['Broadcast: Sundays at 00:30 (JST)'],['Licensors: Aniplex of America'],['Favorites: 699'],['Popularity: #779'],"['Score: 7.351 (scored by 157,345 users)']",https://myanimelist.net/anime/40004/Bokutachi_wa_Benkyou_ga_Dekinai
2317,City Hunter: Bay City Wars,Movie (1 eps),Aug 1990 - Aug 1990,"7,725 members","['Genres: Action, Comedy, Mystery']",[],['Licensors: Discotek Media'],['Favorites: 7'],['Popularity: #6558'],"['Score: 7.351 (scored by 3,343 users)']",https://myanimelist.net/anime/1475/City_Hunter__Bay_City_Wars
2318,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Movie (1 eps),Jul 2012 - Jul 2012,"175,415 members","['Genres: Action, Sci-Fi']",[],['Licensors: Funimation'],['Favorites: 554'],['Popularity: #1216'],"['Score: 7.351 (scored by 88,211 users)']",https://myanimelist.net/anime/8888/Code_Geass__Boukoku_no_Akito_1_-_Yokuryuu_wa_Maiorita
2319,Detective Conan Bonus File: Fantasista Flower,OVA (1 eps),Apr 2012 - Apr 2012,"9,102 members","['Genres: Comedy, Mystery, Sports']",[],"['Licensors: None found, add some']",['Favorites: 10'],['Popularity: #6133'],"['Score: 7.351 (scored by 3,873 users)']",https://myanimelist.net/anime/13837/Detective_Conan_Bonus_File__Fantasista_Flower
2320,Doraemon Movie 15: Nobita to Mugen Sankenshi,Movie (1 eps),Mar 1994 - Mar 1994,"6,334 members","['Genres: Adventure, Fantasy, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 8'],['Popularity: #7083'],"['Score: 7.351 (scored by 4,000 users)']",https://myanimelist.net/anime/2676/Doraemon_Movie_15__Nobita_to_Mugen_Sankenshi
2321,Fuuto Tantei,TV (12 eps),Aug 2022 - Oct 2022,"57,220 members","['Genres: Action, Mystery, Supernatural']",['Broadcast: Mondays at 22:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 417'],['Popularity: #2636'],"['Score: 7.351 (scored by 13,406 users)']",https://myanimelist.net/anime/48649/Fuuto_Tantei
2322,Gatchaman Crowds: Embrace,Special (1 eps),Jan 2014 - Jan 2014,"16,983 members","['Genres: Adventure, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 11'],['Popularity: #4788'],"['Score: 7.351 (scored by 8,033 users)']",https://myanimelist.net/anime/23703/Gatchaman_Crowds__Embrace
2323,Glass no Kamen,TV (23 eps),Apr 1984 - Sep 1984,"8,647 members","['Genres: Drama, Romance']",['Broadcast: Unknown'],['Licensors: Maiden Japan'],['Favorites: 42'],['Popularity: #6264'],"['Score: 7.351 (scored by 2,552 users)']",https://myanimelist.net/anime/506/Glass_no_Kamen
2324,Hataraku Saibou!!,TV (8 eps),Jan 2021 - Feb 2021,"251,332 members",[],['Broadcast: Saturdays at 23:30 (JST)'],['Licensors: Aniplex of America'],['Favorites: 558'],['Popularity: #854'],"['Score: 7.351 (scored by 84,693 users)']",https://myanimelist.net/anime/39586/Hataraku_Saibou
2325,Healer Girl,TV (12 eps),Apr 2022 - Jun 2022,"27,945 members","['Genres: Fantasy, Slice of Life']",['Broadcast: Mondays at 23:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 145'],['Popularity: #3834'],"['Score: 7.351 (scored by 9,414 users)']",https://myanimelist.net/anime/48857/Healer_Girl
2326,Huyao Xiao Hongniang: Zhu Ye,ONA (12 eps),Mar 2019 - May 2019,"4,904 members","['Genres: Comedy, Drama, Romance, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 16'],['Popularity: #7871'],"['Score: 7.351 (scored by 1,136 users)']",https://myanimelist.net/anime/38533/Huyao_Xiao_Hongniang__Zhu_Ye
2327,Hyouka: Motsubeki Mono wa,OVA (1 eps),Jul 2012 - Jul 2012,"179,199 members","['Genres: Mystery, Slice of Life']",[],['Licensors: Funimation'],['Favorites: 147'],['Popularity: #1184'],"['Score: 7.351 (scored by 108,529 users)']",https://myanimelist.net/anime/13469/Hyouka__Motsubeki_Mono_wa
2328,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,Movie (1 eps),Dec 2010 - Dec 2010,"29,414 members",[],[],"['Licensors: None found, add some']",['Favorites: 53'],['Popularity: #3739'],"['Score: 7.351 (scored by 17,894 users)']",https://myanimelist.net/anime/9032/Inazuma_Eleven__Saikyou_Gundan_Ogre_Shuurai
2329,Jibaku-kun,TV (26 eps),Oct 1999 - Mar 2000,"12,749 members","['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Tuesdays at 18:30 (JST)'],['Licensors: Enoki Films'],['Favorites: 61'],['Popularity: #5349'],"['Score: 7.351 (scored by 6,053 users)']",https://myanimelist.net/anime/2330/Jibaku-kun
2330,Kaginado Season 2,TV (12 eps),Apr 2022 - Jun 2022,"11,548 members",[],['Broadcast: Wednesdays at 01:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 57'],['Popularity: #5556'],"['Score: 7.351 (scored by 4,573 users)']",https://myanimelist.net/anime/50685/Kaginado_Season_2
2331,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,Special (1 eps),Jul 2010 - Jul 2010,"93,219 members",[],[],"['Licensors: None found, add some']",['Favorites: 133'],['Popularity: #1964'],"['Score: 7.351 (scored by 46,471 users)']",https://myanimelist.net/anime/10298/Kaichou_wa_Maid-sama__Goshujinsama_to_Asonjao%E2%99%A5
2332,Kemonozume,TV (13 eps),Aug 2006 - Nov 2006,"71,093 members","['Genres: Action, Horror, Romance, Supernatural']",['Broadcast: Sundays at 00:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 444'],['Popularity: #2321'],"['Score: 7.351 (scored by 18,909 users)']",https://myanimelist.net/anime/1454/Kemonozume
2333,Afro Samurai: Resurrection,Movie (1 eps),Jan 2009 - Jan 2009,"99,516 members","['Genres: Action, Adventure']",[],['Licensors: Funimation'],['Favorites: 185'],['Popularity: #1873'],"['Score: 7.341 (scored by 58,049 users)']",https://myanimelist.net/anime/4970/Afro_Samurai__Resurrection
2334,Allison to Lillia,TV (26 eps),Apr 2008 - Oct 2008,"41,603 members","['Genres: Action, Adventure']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 173'],['Popularity: #3134'],"['Score: 7.341 (scored by 14,955 users)']",https://myanimelist.net/anime/3549/Allison_to_Lillia
2335,Arknights,ONA (? eps),Nov 2019 -,"4,976 members","['Genres: Action, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 74'],['Popularity: #7836'],['Score: 7.331 (scored by 622 users)'],https://myanimelist.net/anime/42163/Arknights
2336,Bai Yao Pu 3rd Season,ONA (12 eps),Jul 2022 - Oct 2022,"2,006 members","['Genres: Adventure, Fantasy, Mystery, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 7'],['Popularity: #10419'],['Score: 7.341 (scored by 458 users)'],https://myanimelist.net/anime/50537/Bai_Yao_Pu_3rd_Season
2337,Bartender,TV (11 eps),Oct 2006 - Dec 2006,"85,837 members","['Genres: Drama, Gourmet']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 464'],['Popularity: #2071'],"['Score: 7.341 (scored by 26,238 users)']",https://myanimelist.net/anime/1589/Bartender
2338,Beelzebub Specials,Special (16 eps),Jun 2011 - Sep 2012,"22,656 members","['Genres: Action, Comedy, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 20'],['Popularity: #4229'],"['Score: 7.341 (scored by 6,705 users)']",https://myanimelist.net/anime/10479/Beelzebub_Specials
2339,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,Special (1 eps),Jul 2016 - Jul 2016,"106,000 members","['Genres: Action, Adventure, Fantasy']",[],['Licensors: VIZ Media'],['Favorites: 144'],['Popularity: #1808'],"['Score: 7.341 (scored by 59,668 users)']",https://myanimelist.net/anime/32365/Boruto__Naruto_the_Movie_-_Naruto_ga_Hokage_ni_Natta_Hi
2340,City Hunter: Hyakuman Dollar no Inbou,Movie (1 eps),Aug 1990 - Aug 1990,"7,249 members","['Genres: Action, Comedy, Mystery']",[],['Licensors: Discotek Media'],['Favorites: 2'],['Popularity: #6718'],"['Score: 7.341 (scored by 3,122 users)']",https://myanimelist.net/anime/1476/City_Hunter__Hyakuman_Dollar_no_Inbou
2341,Cosmic Baton Girl Comet-san☆,TV (43 eps),Apr 2001 - Jan 2002,"4,211 members","['Genres: Adventure, Comedy, Drama, Sci-Fi']",['Broadcast: Sundays at 09:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 36'],['Popularity: #8344'],"['Score: 7.341 (scored by 1,511 users)']",https://myanimelist.net/anime/2036/Cosmic_Baton_Girl_Comet-san%E2%98%86
2342,Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,Movie (1 eps),Apr 2014 - Apr 2014,"5,304 members","['Genres: Award Winning, Comedy, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 13'],['Popularity: #7626'],"['Score: 7.341 (scored by 3,166 users)']",https://myanimelist.net/anime/21395/Crayon_Shin-chan_Movie_22__Gachinko_Gyakushuu_no_Robo_To-chan
2343,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,Movie (1 eps),Mar 2014 - Mar 2014,"7,512 members","['Genres: Adventure, Comedy, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 2'],['Popularity: #6638'],"['Score: 7.341 (scored by 4,939 users)']",https://myanimelist.net/anime/19645/Doraemon_Movie_34__Shin_Nobita_no_Daimakyou_-_Peko_to_5-nin_no_Tankentai
2344,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,Movie (1 eps),Jul 1995 - Jul 1995,"123,567 members","['Genres: Action, Adventure, Comedy, Fantasy, Sci-Fi']",[],['Licensors: Funimation'],['Favorites: 86'],['Popularity: #1600'],"['Score: 7.341 (scored by 76,980 users)']",https://myanimelist.net/anime/906/Dragon_Ball_Z_Movie_13__Ryuuken_Bakuhatsu_Gokuu_ga_Yaraneba_Dare_ga_Yaru
2345,Free!,TV (12 eps),Jul 2013 - Sep 2013,"763,552 members",[],['Broadcast: Thursdays at 00:30 (JST)'],"['Licensors: Funimation, Discotek Media, Crunchyroll']","['Favorites: 9,376']",['Popularity: #223'],"['Score: 7.341 (scored by 421,588 users)']",https://myanimelist.net/anime/18507/Free
2346,Fushigiboshi no☆Futagohime,TV (51 eps),Apr 2005 - Mar 2006,"11,363 members","['Genres: Comedy, Fantasy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 80'],['Popularity: #5600'],"['Score: 7.341 (scored by 4,015 users)']",https://myanimelist.net/anime/505/Fushigiboshi_no%E2%98%86Futagohime
2347,Ginga Tetsudou no Yoru,Movie (1 eps),Jul 1985 - Jul 1985,"23,240 members","['Genres: Award Winning, Drama, Fantasy, Mystery']",[],"['Licensors: Central Park Media, Discotek Media']",['Favorites: 317'],['Popularity: #4185'],"['Score: 7.341 (scored by 8,232 users)']",https://myanimelist.net/anime/1441/Ginga_Tetsudou_no_Yoru
2348,Hadashi no Gen 2,Movie (1 eps),Jun 1986 - Jun 1986,"12,203 members",[],[],"['Licensors: Discotek Media, Geneon Entertainment USA']",['Favorites: 21'],['Popularity: #5439'],"['Score: 7.341 (scored by 5,346 users)']",https://myanimelist.net/anime/1825/Hadashi_no_Gen_2
2349,High School DxD,TV (12 eps),Jan 2012 - Mar 2012,"1,343,082 members","['Genres: Comedy, Romance, Ecchi']",['Broadcast: Fridays at 11:00 (JST)'],['Licensors: Funimation'],"['Favorites: 21,622']",['Popularity: #80'],"['Score: 7.341 (scored by 852,042 users)']",https://myanimelist.net/anime/11617/High_School_DxD
2350,Honobono Log,TV (10 eps),Jun 2016 - Jun 2016,"73,677 members","['Genres: Romance, Slice of Life']",['Broadcast: Not scheduled once per week'],"['Licensors: None found, add some']",['Favorites: 324'],['Popularity: #2274'],"['Score: 7.341 (scored by 32,125 users)']",https://myanimelist.net/anime/33241/Honobono_Log
2351,Honoo no Toukyuuji: Dodge Danpei,TV (47 eps),Oct 1991 - Sep 1992,"5,021 members","['Genres: Comedy, Sports']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 29'],['Popularity: #7796'],"['Score: 7.341 (scored by 2,689 users)']",https://myanimelist.net/anime/2228/Honoo_no_Toukyuuji__Dodge_Danpei
2352,Huangjin Tingyuan: Dongri Li de Xinnian Yuanwang,ONA (2 eps),Jan 2023 - Jan 2023,"1,146 members",[],[],"['Licensors: None found, add some']",['Favorites: 13'],['Popularity: #11893'],['Score: 7.361 (scored by 326 users)'],https://myanimelist.net/anime/54035/Huangjin_Tingyuan__Dongri_Li_de_Xinnian_Yuanwang
2353,Kaikan Phrase,TV (44 eps),Apr 1999 - Mar 2000,"13,097 members","['Genres: Drama, Romance']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 110'],['Popularity: #5297'],"['Score: 7.341 (scored by 3,956 users)']",https://myanimelist.net/anime/1021/Kaikan_Phrase
2354,Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,Special (3 eps),Apr 2010 - Jun 2010,"16,812 members",[],[],"['Licensors: None found, add some']",['Favorites: 43'],['Popularity: #4808'],"['Score: 7.341 (scored by 7,261 users)']",https://myanimelist.net/anime/9023/Katekyo_Hitman_Reborn__Mr_Rebokku_no_Ciao_Ciao_Interview
2355,Kidou Senshi Gundam II: Ai Senshi-hen,Movie (1 eps),Jul 1981 - Jul 1981,"31,406 members","['Genres: Action, Drama, Sci-Fi']",[],"['Licensors: Nozomi Entertainment, Bandai Entertainment']",['Favorites: 41'],['Popularity: #3611'],"['Score: 7.341 (scored by 19,041 users)']",https://myanimelist.net/anime/1091/Kidou_Senshi_Gundam_II__Ai_Senshi-hen
2356,Kure-nai,TV (12 eps),Apr 2008 - Jun 2008,"88,018 members","['Genres: Comedy, Drama']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 222'],['Popularity: #2043'],"['Score: 7.341 (scored by 36,673 users)']",https://myanimelist.net/anime/3358/Kure-nai
2357,Musashi no Ken,TV (72 eps),Apr 1985 - Sep 1986,"2,465 members",[],['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 10'],['Popularity: #9810'],['Score: 7.341 (scored by 543 users)'],https://myanimelist.net/anime/4062/Musashi_no_Ken
2358,Nakitai Watashi wa Neko wo Kaburu,Movie (1 eps),Jun 2020 - Jun 2020,"381,692 members","['Genres: Award Winning, Comedy, Drama, Romance, Supernatural']",[],"['Licensors: None found, add some']","['Favorites: 1,682']",['Popularity: #534'],"['Score: 7.341 (scored by 233,743 users)']",https://myanimelist.net/anime/41168/Nakitai_Watashi_wa_Neko_wo_Kaburu
2359,Nogizaka Haruka no Himitsu: Finale,OVA (4 eps),Aug 2012 - Nov 2012,"36,065 members","['Genres: Comedy, Romance']",[],"['Licensors: None found, add some']",['Favorites: 56'],['Popularity: #3392'],"['Score: 7.341 (scored by 19,484 users)']",https://myanimelist.net/anime/10928/Nogizaka_Haruka_no_Himitsu__Finale
2360,One Piece: Romance Dawn Story,OVA (1 eps),Nov 2008 - Nov 2008,"49,317 members","['Genres: Action, Adventure, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 23'],['Popularity: #2846'],"['Score: 7.341 (scored by 25,184 users)']",https://myanimelist.net/anime/5252/One_Piece__Romance_Dawn_Story
2361,Oniichan wa Oshimai!,TV (12 eps),Jan 2023 -,"71,725 members",[],['Broadcast: Thursdays at 23:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 627'],['Popularity: #2304'],"['Score: 7.341 (scored by 12,259 users)']",https://myanimelist.net/anime/51678/Oniichan_wa_Oshimai
2362,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,ONA (4 eps),Feb 2011 - May 2011,"184,524 members","['Genres: Comedy, Romance']",[],['Licensors: Aniplex of America'],['Favorites: 202'],['Popularity: #1149'],"['Score: 7.341 (scored by 117,652 users)']",https://myanimelist.net/anime/10020/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai_Specials
2363,Owaranai Seraph,Special (9 eps),Jun 2015 - Sep 2015,"88,323 members","['Genres: Comedy, Supernatural']",[],['Licensors: Funimation'],['Favorites: 299'],['Popularity: #2037'],"['Score: 7.341 (scored by 38,171 users)']",https://myanimelist.net/anime/30714/Owaranai_Seraph
2364,Perfect Day,Music (1 eps),Feb 2011 - Feb 2011,"11,314 members",[],[],"['Licensors: None found, add some']",['Favorites: 16'],['Popularity: #5608'],"['Score: 7.341 (scored by 6,731 users)']",https://myanimelist.net/anime/10445/Perfect_Day
2365,Poketoon,ONA (8 eps),Jun 2020 - Dec 2021,"6,158 members","['Genres: Adventure, Comedy']",[],"['Licensors: None found, add some']",['Favorites: 14'],['Popularity: #7168'],"['Score: 7.341 (scored by 2,828 users)']",https://myanimelist.net/anime/42161/Poketoon
2366,Poputepipikku TV Special,Special (2 eps),Apr 2019 - Apr 2019,"24,074 members","['Genres: Avant Garde, Comedy']",[],['Licensors: Sentai Filmworks'],['Favorites: 15'],['Popularity: #4116'],"['Score: 7.341 (scored by 8,907 users)']",https://myanimelist.net/anime/37596/Poputepipikku_TV_Special
2367,Rekka no Honoo,TV (42 eps),Jul 1997 - Jul 1998,"63,957 members","['Genres: Action, Adventure']",['Broadcast: Saturdays at 18:30 (JST)'],"['Licensors: VIZ Media, Discotek Media']",['Favorites: 247'],['Popularity: #2480'],"['Score: 7.341 (scored by 27,270 users)']",https://myanimelist.net/anime/238/Rekka_no_Honoo
2368,Sakasama no Patema: Beginning of the Day,Special (4 eps),Feb 2012 - Aug 2012,"28,124 members",[],[],"['Licensors: None found, add some']",['Favorites: 22'],['Popularity: #3823'],"['Score: 7.341 (scored by 11,642 users)']",https://myanimelist.net/anime/13429/Sakasama_no_Patema__Beginning_of_the_Day
2369,Sakurada Reset,TV (24 eps),Apr 2017 - Sep 2017,"139,992 members","['Genres: Mystery, Supernatural']",['Broadcast: Wednesdays at 23:30 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 567'],['Popularity: #1449'],"['Score: 7.341 (scored by 40,996 users)']",https://myanimelist.net/anime/34102/Sakurada_Reset
2370,Sengoku Basara,TV (12 eps),Apr 2009 - Jun 2009,"156,258 members",[],['Broadcast: Thursdays at 01:29 (JST)'],['Licensors: Funimation'],['Favorites: 969'],['Popularity: #1346'],"['Score: 7.341 (scored by 63,572 users)']",https://myanimelist.net/anime/5355/Sengoku_Basara
2371,Shakugan no Shana S,OVA (4 eps),Oct 2009 - Sep 2010,"82,328 members","['Genres: Action, Drama, Fantasy, Romance']",[],['Licensors: Funimation'],['Favorites: 101'],['Popularity: #2115'],"['Score: 7.341 (scored by 40,393 users)']",https://myanimelist.net/anime/6572/Shakugan_no_Shana_S
2372,Shokugeki no Souma OVA,OVA (2 eps),May 2016 - Jul 2016,"117,133 members",[],[],"['Licensors: None found, add some']",['Favorites: 79'],['Popularity: #1668'],"['Score: 7.341 (scored by 58,810 users)']",https://myanimelist.net/anime/31327/Shokugeki_no_Souma_OVA
2373,Slam Dunk (Movie),Movie (1 eps),Mar 1994 - Mar 1994,"18,292 members",[],[],"['Licensors: None found, add some']",['Favorites: 19'],['Popularity: #4649'],"['Score: 7.341 (scored by 9,373 users)']",https://myanimelist.net/anime/1764/Slam_Dunk_Movie
2374,Strike Witches: Road to Berlin,TV (12 eps),Oct 2020 - Dec 2020,"24,718 members","['Genres: Action, Sci-Fi, Ecchi']",['Broadcast: Thursdays at 01:05 (JST)'],['Licensors: Funimation'],['Favorites: 83'],['Popularity: #4067'],"['Score: 7.341 (scored by 6,863 users)']",https://myanimelist.net/anime/38005/Strike_Witches__Road_to_Berlin
2375,The iDOLM@STER Cinderella Girls 2nd Season,TV (12 eps),Jul 2015 - Oct 2015,"34,881 members","['Genres: Comedy, Drama']",['Broadcast: Saturdays at 00:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 142'],['Popularity: #3444'],"['Score: 7.341 (scored by 16,723 users)']",https://myanimelist.net/anime/30344/The_iDOLMSTER_Cinderella_Girls_2nd_Season
2376,Tonikaku Kawaii: Kaisou,Special (1 eps),Dec 2020 - Dec 2020,"48,896 members","['Genres: Comedy, Romance']",[],"['Licensors: None found, add some']",['Favorites: 211'],['Popularity: #2862'],"['Score: 7.341 (scored by 25,455 users)']",https://myanimelist.net/anime/45598/Tonikaku_Kawaii__Kaisou
2377,Toshokan Sensou: Koi no Shougai,Special (1 eps),Oct 2008 - Oct 2008,"9,954 members","['Genres: Action, Comedy, Drama, Romance']",[],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #5916'],"['Score: 7.341 (scored by 5,496 users)']",https://myanimelist.net/anime/5332/Toshokan_Sensou__Koi_no_Shougai
2378,Trinity Seven Movie 2: Heavens Library to Crimson Lord,Movie (1 eps),Mar 2019 - Mar 2019,"102,533 members","['Genres: Action, Comedy, Fantasy, Romance, Ecchi']",[],"['Licensors: None found, add some']",['Favorites: 170'],['Popularity: #1843'],"['Score: 7.341 (scored by 47,385 users)']",https://myanimelist.net/anime/37986/Trinity_Seven_Movie_2__Heavens_Library_to_Crimson_Lord
2379,Urusei Yatsura OVA,OVA (11 eps),Sep 1985 - Jun 1991,"7,058 members","['Genres: Adventure, Comedy, Sci-Fi']",[],['Licensors: AnimEigo'],['Favorites: 6'],['Popularity: #6786'],"['Score: 7.341 (scored by 2,429 users)']",https://myanimelist.net/anime/1919/Urusei_Yatsura_OVA
2380,Vinland Saga Season 2: Drowning in the Shadow,ONA (1 eps),Feb 2023 - Feb 2023,"5,762 members","['Genres: Action, Adventure, Drama']",[],"['Licensors: None found, add some']",['Favorites: 10'],['Popularity: #6862'],"['Score: 7.361 (scored by 1,898 users)']",https://myanimelist.net/anime/54463/Vinland_Saga_Season_2__Drowning_in_the_Shadow
2381,"Wei, Kanjian Erduo La! 2",ONA (12 eps),Feb 2019 - Apr 2019,"9,457 members","['Genres: Boys Love, Comedy, Slice of Life']",[],"['Licensors: None found, add some']",['Favorites: 32'],['Popularity: #6043'],"['Score: 7.341 (scored by 4,831 users)']",https://myanimelist.net/anime/39380/Wei_Kanjian_Erduo_La_2
2382,Xian Wang de Richang Shenghuo,ONA (15 eps),Jan 2020 - Mar 2020,"277,610 members","['Genres: Adventure, Comedy, Fantasy']",[],['Licensors: bilibili'],"['Favorites: 1,900']",['Popularity: #778'],"['Score: 7.331 (scored by 126,614 users)']",https://myanimelist.net/anime/41094/Xian_Wang_de_Richang_Shenghuo
