,anime name,link_to_anime_page,anime_type,anime_aired,anime_members
3836,Sekai Seifuku: Bouryaku no Zvezda,https://myanimelist.net/anime/20973/Sekai_Seifuku__Bouryaku_no_Zvezda,TV (12 eps),Jan 2014 - Mar 2014,"139,751 members"
3837,Sekirei,https://myanimelist.net/anime/4063/Sekirei,TV (12 eps),Jul 2008 - Sep 2008,"391,632 members"
3838,Sekirei: Hajimete no Otsukai,https://myanimelist.net/anime/5279/Sekirei__Hajimete_no_Otsukai,Special (1 eps),Mar 2009 - Mar 2009,"54,838 members"
3839,Shangri-La,https://myanimelist.net/anime/5220/Shangri-La,TV (24 eps),Apr 2009 - Sep 2009,"57,802 members"
3840,Street Fighter II V,https://myanimelist.net/anime/876/Street_Fighter_II_V,TV (29 eps),Apr 1995 - Nov 1995,"26,179 members"
3841,Strike the Blood,https://myanimelist.net/anime/18277/Strike_the_Blood,TV (24 eps),Oct 2013 - Mar 2014,"614,580 members"
3842,Suki ni Naru Sono Shunkan wo. Kokuhaku Jikkou Iinkai,https://myanimelist.net/anime/33036/Suki_ni_Naru_Sono_Shunkan_wo_Kokuhaku_Jikkou_Iinkai,Movie (1 eps),Dec 2016 - Dec 2016,"107,882 members"
3843,Taiho Shichau zo Special,https://myanimelist.net/anime/2011/Taiho_Shichau_zo_Special,TV (20 eps),Mar 1999 - Apr 1999,"6,476 members"
3844,Tenjou Tenge: The Past Chapter,https://myanimelist.net/anime/760/Tenjou_Tenge__The_Past_Chapter,OVA (1 eps),Mar 2005 - Mar 2005,"21,894 members"
3845,Tesagure! Bukatsumono Encore,https://myanimelist.net/anime/21851/Tesagure_Bukatsumono_Encore,TV (12 eps),Jan 2014 - Mar 2014,"4,642 members"
3846,Toaru Kagaku no Railgun S: Motto Marutto Railgun,https://myanimelist.net/anime/19697/Toaru_Kagaku_no_Railgun_S__Motto_Marutto_Railgun,Special (2 eps),Jul 2013 - Nov 2013,"33,545 members"
3847,Tsugumomo,https://myanimelist.net/anime/34019/Tsugumomo,TV (12 eps),Apr 2017 - Jun 2017,"186,693 members"
3848,Uma Musume: Pretty Derby - 1st Anniversary Special Animation,https://myanimelist.net/anime/51225/Uma_Musume__Pretty_Derby_-_1st_Anniversary_Special_Animation,Special (1 eps),Feb 2022 - Feb 2022,"2,913 members"
3849,Unico: Mahou no Shima e,https://myanimelist.net/anime/2429/Unico__Mahou_no_Shima_e,Movie (1 eps),Jul 1983 - Jul 1983,"3,013 members"
3850,Urusei Yatsura Movie 1: Only You,https://myanimelist.net/anime/1920/Urusei_Yatsura_Movie_1__Only_You,Movie (1 eps),Feb 1983 - Feb 1983,"10,833 members"
3851,Wan Jie Xian Zong 4th Season,https://myanimelist.net/anime/42898/Wan_Jie_Xian_Zong_4th_Season,ONA (48 eps),Sep 2020 - Feb 2021,"2,147 members"
3852,WiSH VOYAGE,https://myanimelist.net/anime/38052/WiSH_VOYAGE,Music (1 eps),Jul 2018 - Jul 2018,"1,674 members"
3853,Wu Shan Wu Xing,https://myanimelist.net/anime/51195/Wu_Shan_Wu_Xing,ONA (1 eps),Dec 2016 - Dec 2016,"2,069 members"
3854,Yoru wa Neko to Issho,https://myanimelist.net/anime/51692/Yoru_wa_Neko_to_Issho,TV (30 eps),Aug 2022 - Jan 2023,"10,526 members"
3855,All Out!!,https://myanimelist.net/anime/31588/All_Out,TV (25 eps),Oct 2016 - Mar 2017,"106,220 members"
3856,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,https://myanimelist.net/anime/27653/Crayon_Shin-chan_Movie_23__Ora_no_Hikkoshi_Monogatari_-_Saboten_Daisuugeki,Movie (1 eps),Apr 2015 - Apr 2015,"4,191 members"
3857,Digimon Tamers: Bousou Digimon Tokkyuu,https://myanimelist.net/anime/3033/Digimon_Tamers__Bousou_Digimon_Tokkyuu,Movie (1 eps),Mar 2002 - Mar 2002,"24,404 members"
3858,Doraemon Movie 09: Nobita no Parallel Saiyuuki,https://myanimelist.net/anime/2658/Doraemon_Movie_09__Nobita_no_Parallel_Saiyuuki,Movie (1 eps),Mar 1988 - Mar 1988,"4,652 members"
3859,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,https://myanimelist.net/anime/898/Dragon_Ball_Z_Movie_05__Tobikkiri_no_Saikyou_tai_Saikyou,Movie (1 eps),Jul 1991 - Jul 1991,"139,206 members"
3860,"Dragon Ball Z Movie 15: Fukkatsu no ""F""",https://myanimelist.net/anime/25389/Dragon_Ball_Z_Movie_15__Fukkatsu_no_F,Movie (1 eps),Apr 2015 - Apr 2015,"166,468 members"
3861,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,https://myanimelist.net/anime/32801/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_OVA,OVA (1 eps),Dec 2016 - Dec 2016,"167,161 members"
3862,ef: A Tale of Memories. - Prologue,https://myanimelist.net/anime/6361/ef__A_Tale_of_Memories_-_Prologue,Special (1 eps),Aug 2007 - Aug 2007,"30,295 members"
3863,Haiyore! Nyaruko-san W: W ni Sayonara/Kono Onsen ni Koi no Konton wo,https://myanimelist.net/anime/23619/Haiyore_Nyaruko-san_W__W_ni_Sayonara_Kono_Onsen_ni_Koi_no_Konton_wo,OVA (1 eps),Apr 2014 - Apr 2014,"34,229 members"
3864,Hyper Police,https://myanimelist.net/anime/1180/Hyper_Police,TV (25 eps),Apr 1997 - Sep 1997,"10,446 members"
3865,Jewelpet Happiness,https://myanimelist.net/anime/17497/Jewelpet_Happiness,TV (52 eps),Apr 2013 - Mar 2014,"3,531 members"
3866,Kagami no Kojou,https://myanimelist.net/anime/51116/Kagami_no_Kojou,Movie (1 eps),Dec 2022 - Dec 2022,"11,849 members"
3867,Kagejitsu!,https://myanimelist.net/anime/53406/Kagejitsu,ONA (17 eps),Oct 2022 - Feb 2023,"7,278 members"
3868,Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,https://myanimelist.net/anime/2077/Kindaichi_Shounen_no_Jikenbo_Movie_1__Operazakan_-_Aratanaru_Satsujin,Movie (1 eps),Dec 1996 - Dec 1996,"3,364 members"
3869,Kirarin☆Revolution,https://myanimelist.net/anime/1516/Kirarin%E2%98%86Revolution,TV (153 eps),Apr 2006 - Mar 2009,"30,364 members"
3870,3-gatsu no Lion meets Bump of Chicken,https://myanimelist.net/anime/28789/3-gatsu_no_Lion_meets_Bump_of_Chicken,Music (1 eps),Dec 2014 - Dec 2014,"14,391 members"
3871,Ajin Part 2 OVA,https://myanimelist.net/anime/36625/Ajin_Part_2_OVA,OVA (1 eps),Apr 2017 - Apr 2017,"15,084 members"
3872,Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,https://myanimelist.net/anime/24727/Baka_to_Test_to_Shoukanjuu_Ni__Mahou_Hideyoshi_Hideyoshi,Special (1 eps),Oct 2011 - Oct 2011,"25,005 members"
3873,Blame! Movie,https://myanimelist.net/anime/32086/Blame_Movie,Movie (1 eps),May 2017 - May 2017,"101,450 members"
3874,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,https://myanimelist.net/anime/14027/Boku_wa_Tomodachi_ga_Sukunai__Relay_Shousetsu_wa_Ketsumatsu_ga_Hanpanai,OVA (1 eps),Sep 2012 - Sep 2012,"111,559 members"
3875,Dirty Pair: Lovely Angels yori Ai wo Komete,https://myanimelist.net/anime/1803/Dirty_Pair__Lovely_Angels_yori_Ai_wo_Komete,OVA (2 eps),Jan 1987 - Jan 1987,"5,286 members"
3876,Doraemon Movie 03: Nobita no Daimakyou,https://myanimelist.net/anime/2671/Doraemon_Movie_03__Nobita_no_Daimakyou,Movie (1 eps),Mar 1982 - Mar 1982,"5,763 members"
3877,Fate/kaleid liner Prisma☆Illya,https://myanimelist.net/anime/14829/Fate_kaleid_liner_Prisma%E2%98%86Illya,TV (10 eps),Jul 2013 - Sep 2013,"262,542 members"
3878,"Flanders no Inu, Boku no Patrasche",https://myanimelist.net/anime/2624/Flanders_no_Inu_Boku_no_Patrasche,TV (26 eps),Oct 1992 - Mar 1993,"2,048 members"
3879,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,https://myanimelist.net/anime/27567/Fushigi_Yuugi_Special__Nakago_Shikkari_Shinasai,Special (2 eps),Jul 1996 - Jul 1996,"2,771 members"
3880,Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,https://myanimelist.net/anime/30988/Futsuu_no_Joshikousei_ga_Locodol_Yattemita_OVA,OVA (2 eps),Mar 2015 - Jun 2016,"7,791 members"
3881,Gantz 2nd Stage,https://myanimelist.net/anime/395/Gantz_2nd_Stage,TV (13 eps),Aug 2004 - Nov 2004,"156,094 members"
3882,Grisaia no Rakuen Specials,https://myanimelist.net/anime/31368/Grisaia_no_Rakuen_Specials,Special (5 eps),Aug 2015 - Dec 2015,"58,811 members"
3883,Gudetama,https://myanimelist.net/anime/23539/Gudetama,TV (? eps),Mar 2014 -,"11,872 members"
3884,Ichigo Mashimaro Episode 0,https://myanimelist.net/anime/4156/Ichigo_Mashimaro_Episode_0,Special (1 eps),Jun 2005 - Jun 2005,"14,668 members"
3885,Joker Game,https://myanimelist.net/anime/31405/Joker_Game,TV (12 eps),Apr 2016 - Jun 2016,"205,282 members"
3886,Kaibutsu Oujo (OVA),https://myanimelist.net/anime/9159/Kaibutsu_Oujo_OVA,OVA (3 eps),Dec 2010 - Oct 2011,"12,717 members"
3887,Kimi no Iru Machi OVA,https://myanimelist.net/anime/20649/Kimi_no_Iru_Machi_OVA,OVA (2 eps),Jan 2014 - Mar 2014,"18,676 members"
3888,Kodomo no Jikan Ni Gakki,https://myanimelist.net/anime/4195/Kodomo_no_Jikan_Ni_Gakki,OVA (3 eps),Feb 2009 - Jul 2009,"31,190 members"
3889,Kodomo no Jikan OVA,https://myanimelist.net/anime/3121/Kodomo_no_Jikan_OVA,OVA (3 eps),Sep 2007 - Jan 2011,"29,567 members"
3890,Koro-sensei Quest!,https://myanimelist.net/anime/34389/Koro-sensei_Quest,ONA (12 eps),Dec 2016 - Mar 2017,"48,723 members"
3891,Koutetsu Jeeg,https://myanimelist.net/anime/4198/Koutetsu_Jeeg,TV (46 eps),Oct 1975 - Aug 1976,"3,204 members"
3892,Ling Jian Zun 3rd Season,https://myanimelist.net/anime/40966/Ling_Jian_Zun_3rd_Season,ONA (40 eps),Dec 2019 - May 2020,"2,246 members"
3893,Lupin III: Alcatraz Connection,https://myanimelist.net/anime/1413/Lupin_III__Alcatraz_Connection,Special (1 eps),Aug 2001 - Aug 2001,"7,321 members"
3894,Mahoromatic: Tadaima Okaeri,https://myanimelist.net/anime/7066/Mahoromatic__Tadaima_Okaeri,Special (2 eps),Oct 2009 - Oct 2009,"9,425 members"
3895,Mahoutsukai no Yome: Gakuin-hen,https://myanimelist.net/anime/40134/Mahoutsukai_no_Yome__Gakuin-hen,ONA (1 eps),Mar 2019 - Mar 2019,"11,308 members"
3896,Mamoru-kun ni Megami no Shukufuku wo!,https://myanimelist.net/anime/1588/Mamoru-kun_ni_Megami_no_Shukufuku_wo,TV (24 eps),Oct 2006 - Mar 2007,"26,296 members"
3897,Marco: Haha wo Tazunete Sanzenri,https://myanimelist.net/anime/4926/Marco__Haha_wo_Tazunete_Sanzenri,Movie (1 eps),Apr 1999 - Apr 1999,"2,548 members"
3898,Orient: Awajishima Gekitou-hen,https://myanimelist.net/anime/51368/Orient__Awajishima_Gekitou-hen,TV (12 eps),Jul 2022 - Sep 2022,"45,434 members"
3899,Oshiete! Galko-chan,https://myanimelist.net/anime/32013/Oshiete_Galko-chan,TV (12 eps),Jan 2016 - Mar 2016,"172,282 members"
3900,Otome wa Boku ni Koishiteru,https://myanimelist.net/anime/1569/Otome_wa_Boku_ni_Koishiteru,TV (12 eps),Oct 2006 - Dec 2006,"61,709 members"
3901,Piplup Step,https://myanimelist.net/anime/51015/Piplup_Step,Music (1 eps),Feb 2022 - Feb 2022,"1,641 members"
3902,Rockman.EXE Beast,https://myanimelist.net/anime/2110/RockmanEXE_Beast,TV (25 eps),Oct 2005 - Apr 2006,"7,868 members"
3903,Roujin Z,https://myanimelist.net/anime/2000/Roujin_Z,Movie (1 eps),Sep 1991 - Sep 1991,"34,280 members"
3904,Seikimatsu Occult Gakuin,https://myanimelist.net/anime/6974/Seikimatsu_Occult_Gakuin,TV (13 eps),Jul 2010 - Sep 2010,"100,390 members"
3905,Shakunetsu Kabaddi,https://myanimelist.net/anime/42395/Shakunetsu_Kabaddi,TV (12 eps),Apr 2021 - Jun 2021,"95,404 members"
3906,Show By Rock!! #,https://myanimelist.net/anime/32038/Show_By_Rock_,TV (12 eps),Oct 2016 - Dec 2016,"29,709 members"
3907,Sore ga Seiyuu!,https://myanimelist.net/anime/29163/Sore_ga_Seiyuu,TV (13 eps),Jul 2015 - Sep 2015,"51,496 members"
3908,Sousei no Aquarion OVA,https://myanimelist.net/anime/2170/Sousei_no_Aquarion_OVA,OVA (2 eps),May 2007 - Nov 2007,"10,594 members"
3909,Uchuu Senkan Yamato III,https://myanimelist.net/anime/1652/Uchuu_Senkan_Yamato_III,TV (25 eps),Oct 1980 - Apr 1981,"5,847 members"
3910,Usavich II,https://myanimelist.net/anime/3738/Usavich_II,TV (13 eps),Oct 2007 - Jan 2008,"4,894 members"
3911,Wasurenagumo,https://myanimelist.net/anime/13171/Wasurenagumo,Special (1 eps),Mar 2012 - Mar 2012,"36,302 members"
3912,Wo Shi Jiang Xiaobai,https://myanimelist.net/anime/36775/Wo_Shi_Jiang_Xiaobai,ONA (12 eps),Nov 2017 - Jan 2018,"7,532 members"
3913,Yami no Matsuei,https://myanimelist.net/anime/553/Yami_no_Matsuei,TV (13 eps),Oct 2000 - Dec 2000,"53,611 members"
3914,Yuri Kuma Arashi,https://myanimelist.net/anime/26165/Yuri_Kuma_Arashi,TV (12 eps),Jan 2015 - Mar 2015,"97,799 members"
3915,Yuusha Tokkyuu Might Gaine,https://myanimelist.net/anime/3486/Yuusha_Tokkyuu_Might_Gaine,TV (47 eps),Jan 1993 - Jan 1994,"3,016 members"
3916,"Yuusha, Yamemasu",https://myanimelist.net/anime/50175/Yuusha_Yamemasu,TV (12 eps),Apr 2022 - Jun 2022,"248,742 members"
3917,Umisea,https://myanimelist.net/anime/49860/Umisea,ONA (4 eps),Sep 2021 - Sep 2021,"3,530 members"
3918,Urusei Yatsura: The Shougaibutsu Suieitaikai,https://myanimelist.net/anime/6567/Urusei_Yatsura__The_Shougaibutsu_Suieitaikai,Special (1 eps),Jul 2008 - Jul 2008,"5,340 members"
3919,Uta no☆Prince-sama♪ Maji Love 1000%,https://myanimelist.net/anime/10321/Uta_no%E2%98%86Prince-sama%E2%99%AA_Maji_Love_1000,TV (13 eps),Jul 2011 - Sep 2011,"192,209 members"
3920,11-nin Iru!,https://myanimelist.net/anime/1901/11-nin_Iru,Movie (1 eps),Nov 1986 - Nov 1986,"10,943 members"
3921,Aikatsu on Parade!,https://myanimelist.net/anime/40266/Aikatsu_on_Parade,TV (25 eps),Oct 2019 - Mar 2020,"5,454 members"
3922,Akazukin Chacha OVA,https://myanimelist.net/anime/367/Akazukin_Chacha_OVA,OVA (3 eps),Dec 1995 - Mar 1996,"2,622 members"
3923,Asatte no Houkou.,https://myanimelist.net/anime/1554/Asatte_no_Houkou,TV (12 eps),Oct 2006 - Dec 2006,"24,023 members"
3924,Azumanga Daiou: Gekijou Tanpen,https://myanimelist.net/anime/659/Azumanga_Daiou__Gekijou_Tanpen,Special (1 eps),Dec 2001 - Dec 2001,"40,082 members"
3925,Azur Lane: Bisoku Zenshin!,https://myanimelist.net/anime/40930/Azur_Lane__Bisoku_Zenshin,TV (12 eps),Jan 2021 - Mar 2021,"46,220 members"
3926,B'T X,https://myanimelist.net/anime/286/BT_X,TV (25 eps),Apr 1996 - Sep 1996,"11,394 members"
3927,Binghuo Mochu,https://myanimelist.net/anime/50581/Binghuo_Mochu,ONA (52 eps),Dec 2021 - Nov 2022,"2,090 members"
3928,Black★Rock Shooter,https://myanimelist.net/anime/12079/Black%E2%98%85Rock_Shooter,Music (1 eps),Jun 2008 - Jun 2008,"66,626 members"
3929,Blue Gender,https://myanimelist.net/anime/58/Blue_Gender,TV (26 eps),Oct 1999 - Mar 2000,"76,807 members"
3930,Densetsu Kyojin Ideon,https://myanimelist.net/anime/930/Densetsu_Kyojin_Ideon,TV (39 eps),May 1980 - Jan 1981,"15,748 members"
3931,Devilman: Yochou Sirene-hen,https://myanimelist.net/anime/2355/Devilman__Yochou_Sirene-hen,OVA (1 eps),Feb 1990 - Feb 1990,"21,217 members"
3932,Doraemon: The Day When I Was Born,https://myanimelist.net/anime/2652/Doraemon__The_Day_When_I_Was_Born,Movie (1 eps),Mar 2002 - Mar 2002,"3,128 members"
3933,Gundam Build Divers Re:Rise,https://myanimelist.net/anime/40192/Gundam_Build_Divers_Re_Rise,ONA (13 eps),Oct 2019 - Dec 2019,"14,403 members"
3934,Hayate no Gotoku! Can't Take My Eyes Off You,https://myanimelist.net/anime/14653/Hayate_no_Gotoku_Cant_Take_My_Eyes_Off_You,TV (12 eps),Oct 2012 - Dec 2012,"54,254 members"
3935,Jungle no Ouja Tar-chan,https://myanimelist.net/anime/3418/Jungle_no_Ouja_Tar-chan,TV (50 eps),Oct 1993 - Sep 1994,"2,586 members"
3936,Kiddy Grade: Maelstrom,https://myanimelist.net/anime/3222/Kiddy_Grade__Maelstrom,Movie (1 eps),Jun 2007 - Jun 2007,"4,538 members"
3937,Kyou no 5 no 2 (TV): Takarabako,https://myanimelist.net/anime/6379/Kyou_no_5_no_2_TV__Takarabako,OVA (1 eps),Oct 2009 - Oct 2009,"8,512 members"
3938,Kyoukaisenjou no Horizon,https://myanimelist.net/anime/10456/Kyoukaisenjou_no_Horizon,TV (13 eps),Oct 2011 - Dec 2011,"174,726 members"
3939,Lagtrain,https://myanimelist.net/anime/51487/Lagtrain,Music (1 eps),Jul 2020 - Jul 2020,352 members
3940,Lost Universe,https://myanimelist.net/anime/1184/Lost_Universe,TV (26 eps),Apr 1998 - Sep 1998,"16,307 members"
3941,Mahou no Star Magical Emi,https://myanimelist.net/anime/2038/Mahou_no_Star_Magical_Emi,TV (38 eps),Jun 1985 - Feb 1986,"4,769 members"
3942,Maiko-san Chi no Makanai-san,https://myanimelist.net/anime/41556/Maiko-san_Chi_no_Makanai-san,TV (12 eps),Feb 2021 - Jan 2022,"16,276 members"
3943,Manga Sekai Mukashibanashi,https://myanimelist.net/anime/6262/Manga_Sekai_Mukashibanashi,TV (127 eps),Oct 1976 - Mar 1979,"1,761 members"
3944,Mashiro-iro Symphony: The Color of Lovers,https://myanimelist.net/anime/10397/Mashiro-iro_Symphony__The_Color_of_Lovers,TV (12 eps),Oct 2011 - Dec 2011,"150,165 members"
3945,Meiji Tokyo Renka,https://myanimelist.net/anime/34209/Meiji_Tokyo_Renka,TV (12 eps),Jan 2019 - Mar 2019,"50,208 members"
3946,Mekakucity Actors,https://myanimelist.net/anime/21603/Mekakucity_Actors,TV (12 eps),Apr 2014 - Jun 2014,"429,096 members"
3947,Mushibugyou OVA,https://myanimelist.net/anime/24171/Mushibugyou_OVA,OVA (3 eps),Jul 2014 - Jan 2015,"8,002 members"
3948,Nekopara: Koneko no Hi no Yakusoku,https://myanimelist.net/anime/37983/Nekopara__Koneko_no_Hi_no_Yakusoku,ONA (1 eps),Jul 2018 - Jul 2018,"31,773 members"
3949,Ninja Senshi Tobikage,https://myanimelist.net/anime/3059/Ninja_Senshi_Tobikage,TV (43 eps),Oct 1985 - Jul 1986,"4,552 members"
3950,Ninkuu,https://myanimelist.net/anime/912/Ninkuu,TV (55 eps),Jan 1995 - Feb 1996,"6,453 members"
3951,Penguin's Memory: Shiawase Monogatari,https://myanimelist.net/anime/16434/Penguins_Memory__Shiawase_Monogatari,Movie (1 eps),Jun 1985 - Jun 1985,"4,404 members"
3952,Photon,https://myanimelist.net/anime/1944/Photon,OVA (6 eps),Nov 1997 - Feb 1999,"14,118 members"
3953,PriPara Movie: Mi~nna de Kagayake! Kirarin☆Star Live!,https://myanimelist.net/anime/34304/PriPara_Movie__Minna_de_Kagayake_Kirarin%E2%98%86Star_Live,Movie (1 eps),Mar 2017 - Mar 2017,"1,804 members"
3954,RESTART POiNTER,https://myanimelist.net/anime/33420/RESTART_POiNTER,Music (1 eps),Jun 2016 - Jun 2016,"2,715 members"
3955,Ro-Kyu-Bu! SS,https://myanimelist.net/anime/16051/Ro-Kyu-Bu_SS,TV (12 eps),Jul 2013 - Sep 2013,"36,893 members"
3956,Show By Rock!!,https://myanimelist.net/anime/27441/Show_By_Rock,TV (12 eps),Apr 2015 - Jun 2015,"81,547 members"
3957,Shuffle!,https://myanimelist.net/anime/79/Shuffle,TV (24 eps),Jul 2005 - Jan 2006,"270,409 members"
3958,Soukou no Strain,https://myanimelist.net/anime/1602/Soukou_no_Strain,TV (13 eps),Nov 2006 - Feb 2007,"22,073 members"
3959,Stop!! Hibari-kun!,https://myanimelist.net/anime/3332/Stop_Hibari-kun,TV (35 eps),May 1983 - Jan 1984,"9,364 members"
3960,Tenjou Tenge: The Ultimate Fight,https://myanimelist.net/anime/448/Tenjou_Tenge__The_Ultimate_Fight,OVA (2 eps),Mar 2005 - Mar 2005,"41,317 members"
3961,Tokimeki Memorial: Only Love,https://myanimelist.net/anime/1555/Tokimeki_Memorial__Only_Love,TV (25 eps),Oct 2006 - Apr 2007,"36,242 members"
3962,Tokyo Ghoul √A,https://myanimelist.net/anime/27899/Tokyo_Ghoul_%E2%88%9AA,TV (12 eps),Jan 2015 - Mar 2015,"1,674,169 members"
3963,Lupin III: Moeyo Zantetsuken!,https://myanimelist.net/anime/1417/Lupin_III__Moeyo_Zantetsuken,Special (1 eps),Jul 1994 - Jul 1994,"8,142 members"
3964,Lupin III: Nusumareta Lupin,https://myanimelist.net/anime/1429/Lupin_III__Nusumareta_Lupin,Special (1 eps),Jul 2004 - Jul 2004,"5,951 members"
3965,Madlax,https://myanimelist.net/anime/252/Madlax,TV (26 eps),Apr 2004 - Sep 2004,"39,999 members"
3966,Magic-Kyun! Renaissance,https://myanimelist.net/anime/33299/Magic-Kyun_Renaissance,TV (13 eps),Oct 2016 - Dec 2016,"53,495 members"
3967,Makai Ouji: Devils and Realist,https://myanimelist.net/anime/16890/Makai_Ouji__Devils_and_Realist,TV (12 eps),Jul 2013 - Sep 2013,"112,873 members"
3968,Medaka Box,https://myanimelist.net/anime/11761/Medaka_Box,TV (12 eps),Apr 2012 - Jun 2012,"242,809 members"
3969,Natsu-iro Kiseki,https://myanimelist.net/anime/12119/Natsu-iro_Kiseki,TV (12 eps),Apr 2012 - Jun 2012,"42,316 members"
3970,Nu Wushen de Canzhuo,https://myanimelist.net/anime/40100/Nu_Wushen_de_Canzhuo,ONA (10 eps),Jun 2019 - Aug 2019,"11,497 members"
3971,Obey Me!: Makai Dai Ryokou!,https://myanimelist.net/anime/49755/Obey_Me__Makai_Dai_Ryokou,Special (1 eps),Apr 2021 - Apr 2021,"4,326 members"
3972,Otogi Juushi Akazukin,https://myanimelist.net/anime/607/Otogi_Juushi_Akazukin,TV (39 eps),Jul 2006 - Mar 2007,"7,155 members"
3973,Pokemon Movie 12: Arceus Choukoku no Jikuu e,https://myanimelist.net/anime/6178/Pokemon_Movie_12__Arceus_Choukoku_no_Jikuu_e,Movie (1 eps),Jul 2009 - Jul 2009,"83,231 members"
3974,Popolocrois Monogatari,https://myanimelist.net/anime/4191/Popolocrois_Monogatari,TV (25 eps),Oct 1998 - Mar 1999,"3,219 members"
3975,Promare: Lio-hen,https://myanimelist.net/anime/40313/Promare__Lio-hen,ONA (1 eps),May 2019 - May 2019,"26,315 members"
3976,Qin Shi Mingyue: Wanli Changcheng,https://myanimelist.net/anime/15905/Qin_Shi_Mingyue__Wanli_Changcheng,TV (37 eps),Sep 2012 - Jan 2013,"1,309 members"
3977,Raiyantsuuri no Uta,https://myanimelist.net/anime/9959/Raiyantsuuri_no_Uta,Movie (1 eps),Jul 1994 - Jul 1994,"1,572 members"
3978,Rocket Girls,https://myanimelist.net/anime/1942/Rocket_Girls,TV (12 eps),Feb 2007 - May 2007,"8,463 members"
3979,Seiyou Kottou Yougashiten: Antique,https://myanimelist.net/anime/4021/Seiyou_Kottou_Yougashiten__Antique,TV (12 eps),Jul 2008 - Sep 2008,"36,814 members"
3980,Senki Zesshou Symphogear,https://myanimelist.net/anime/11751/Senki_Zesshou_Symphogear,TV (13 eps),Jan 2012 - Mar 2012,"112,692 members"
3981,Shin Tennis no Ouji-sama: Hyoutei vs. Rikkai - Game of Future,https://myanimelist.net/anime/41842/Shin_Tennis_no_Ouji-sama__Hyoutei_vs_Rikkai_-_Game_of_Future,ONA (2 eps),Feb 2021 - Apr 2021,"2,833 members"
3982,Show By Rock!! Mashumairesh!!,https://myanimelist.net/anime/40763/Show_By_Rock_Mashumairesh,TV (12 eps),Jan 2020 - Mar 2020,"14,403 members"
3983,"Solty Rei: Surechigau Kimochi de, Omoi Au Kokoro de.",https://myanimelist.net/anime/3138/Solty_Rei__Surechigau_Kimochi_de_Omoi_Au_Kokoro_de,Special (1 eps),Jul 2006 - Jul 2006,"3,872 members"
3984,Stranger: Mukou Hadan Pilot,https://myanimelist.net/anime/14617/Stranger__Mukou_Hadan_Pilot,Special (1 eps),Apr 2009 - Apr 2009,"11,752 members"
3985,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,https://myanimelist.net/anime/4162/Taiho_Shichau_zo__Nagisa_no_Koutsuu_Yuudou,Special (1 eps),1997 - 1997,"4,896 members"
3986,Takahashi Rumiko Gekijou Ningyo no Mori,https://myanimelist.net/anime/620/Takahashi_Rumiko_Gekijou_Ningyo_no_Mori,TV (13 eps),Oct 2003 - Dec 2003,"26,089 members"
3987,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,https://myanimelist.net/anime/12709/Tales_of_Symphonia_The_Animation__Sekai_Tougou-hen_Specials,Special (3 eps),Nov 2011 - Oct 2012,"6,206 members"
