,anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page
1147,Shippuu! Iron Leaguer,TV (52 eps),Apr 1993 - Mar 1994,"1,422 members","['Genres: Sci-Fi, Sports']",['Broadcast: Tuesdays at 18:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 15'],['Popularity: #11339'],['Score: 7.221 (scored by 418 users)'],https://myanimelist.net/anime/2758/Shippuu_Iron_Leaguer
1148,Spiral: Suiri no Kizuna,TV (25 eps),Oct 2002 - Mar 2003,"51,191 members","['Genres: Drama, Mystery']",['Broadcast: Tuesdays at 18:00 (JST)'],['Licensors: Funimation'],['Favorites: 284'],['Popularity: #2793'],"['Score: 7.221 (scored by 22,499 users)']",https://myanimelist.net/anime/341/Spiral__Suiri_no_Kizuna
1149,Suzumiya Haruhi no Yuuutsu (2009),TV (14 eps),May 2009 - Sep 2009,"505,041 members","['Genres: Comedy, Mystery, Sci-Fi, Slice of Life']",['Broadcast: Fridays at 00:40 (JST)'],"['Licensors: Funimation, Bandai Entertainment']","['Favorites: 2,192']",['Popularity: #390'],"['Score: 7.221 (scored by 291,455 users)']",https://myanimelist.net/anime/4382/Suzumiya_Haruhi_no_Yuuutsu_2009
1150,Toushou Daimos,TV (44 eps),Apr 1978 - Jan 1979,"5,491 members","['Genres: Adventure, Drama, Romance, Sci-Fi']",['Broadcast: Unknown'],['Licensors: Discotek Media'],['Favorites: 27'],['Popularity: #7494'],"['Score: 7.221 (scored by 2,764 users)']",https://myanimelist.net/anime/2816/Toushou_Daimos
1151,Urusei Yatsura (2022),TV (23 eps),Oct 2022 -,"138,256 members","['Genres: Comedy, Romance, Sci-Fi']",['Broadcast: Fridays at 00:55 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 843'],['Popularity: #1463'],"['Score: 7.221 (scored by 20,208 users)']",https://myanimelist.net/anime/50710/Urusei_Yatsura_2022
1152,Witchblade,TV (24 eps),Apr 2006 - Sep 2006,"111,295 members","['Genres: Action, Sci-Fi']",['Broadcast: Thursdays at 01:45 (JST)'],['Licensors: Funimation'],['Favorites: 538'],['Popularity: #1744'],"['Score: 7.221 (scored by 46,199 users)']",https://myanimelist.net/anime/935/Witchblade
1153,Yu☆Gi☆Oh!,TV (27 eps),Apr 1998 - Oct 1998,"228,644 members","['Genres: Action, Comedy, Fantasy']",['Broadcast: Saturdays at 18:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,103']",['Popularity: #944'],"['Score: 7.221 (scored by 132,683 users)']",https://myanimelist.net/anime/550/Yu%E2%98%86Gi%E2%98%86Oh
1154,Uragiri wa Boku no Namae wo Shitteiru,TV (24 eps),Apr 2010 - Sep 2010,"96,306 members","['Genres: Adventure, Boys Love, Drama, Fantasy']",['Broadcast: Unknown'],['Licensors: Funimation'],['Favorites: 962'],['Popularity: #1925'],"['Score: 7.211 (scored by 36,949 users)']",https://myanimelist.net/anime/7058/Uragiri_wa_Boku_no_Namae_wo_Shitteiru
1155,Basquash!,TV (26 eps),Apr 2009 - Oct 2009,"44,992 members","['Genres: Sci-Fi, Sports']",['Broadcast: Fridays at 01:25 (JST)'],['Licensors: Maiden Japan'],['Favorites: 183'],['Popularity: #2992'],"['Score: 7.211 (scored by 18,050 users)']",https://myanimelist.net/anime/5675/Basquash
1156,Ben-To,TV (12 eps),Oct 2011 - Dec 2011,"315,121 members","['Genres: Action, Comedy, Gourmet']",['Broadcast: Sundays at 02:20 (JST)'],['Licensors: Funimation'],"['Favorites: 1,129']",['Popularity: #676'],"['Score: 7.211 (scored by 161,967 users)']",https://myanimelist.net/anime/10396/Ben-To
1157,Bosco Daibouken,TV (26 eps),Oct 1986 - Mar 1987,"1,841 members","['Genres: Adventure, Fantasy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 12'],['Popularity: #10687'],['Score: 7.211 (scored by 714 users)'],https://myanimelist.net/anime/3460/Bosco_Daibouken
1158,Cybersix,TV (13 eps),Sep 1999 - Nov 1999,"9,706 members","['Genres: Action, Adventure, Romance, Sci-Fi']",['Broadcast: Mondays at 20:30 (JST)'],['Licensors: Discotek Media'],['Favorites: 66'],['Popularity: #5976'],"['Score: 7.211 (scored by 3,229 users)']",https://myanimelist.net/anime/2383/Cybersix
1159,Dirty Pair,TV (24 eps),Jul 1985 - Dec 1985,"29,234 members","['Genres: Adventure, Comedy, Sci-Fi']",['Broadcast: Unknown'],['Licensors: Nozomi Entertainment'],['Favorites: 189'],['Popularity: #3749'],"['Score: 7.211 (scored by 6,342 users)']",https://myanimelist.net/anime/424/Dirty_Pair
1160,Galaxy Angel 4,TV (13 eps),Jul 2004 - Sep 2004,"7,832 members","['Genres: Comedy, Sci-Fi']",['Broadcast: Unknown'],['Licensors: Bandai Entertainment'],['Favorites: 8'],['Popularity: #6532'],"['Score: 7.211 (scored by 3,093 users)']",https://myanimelist.net/anime/655/Galaxy_Angel_4
1161,Gear Fighter Dendoh,TV (38 eps),Oct 2000 - Jun 2001,"3,395 members","['Genres: Action, Adventure, Sci-Fi']",['Broadcast: Wednesdays at 18:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 14'],['Popularity: #8898'],"['Score: 7.211 (scored by 1,167 users)']",https://myanimelist.net/anime/2484/Gear_Fighter_Dendoh
1162,Gegege no Kitarou (2018),TV (97 eps),Apr 2018 - Mar 2020,"47,600 members","['Genres: Comedy, Horror, Supernatural']",['Broadcast: Sundays at 09:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 118'],['Popularity: #2905'],"['Score: 7.211 (scored by 10,907 users)']",https://myanimelist.net/anime/37140/Gegege_no_Kitarou_2018
1163,God Eater,TV (13 eps),Jul 2015 - Mar 2016,"523,864 members","['Genres: Action, Fantasy, Sci-Fi']",['Broadcast: Sundays at 22:30 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 1,900']",['Popularity: #374'],"['Score: 7.211 (scored by 245,494 users)']",https://myanimelist.net/anime/27631/God_Eater
1164,Gundam Build Fighters Try,TV (25 eps),Oct 2014 - Apr 2015,"42,074 members","['Genres: Action, Sci-Fi']",['Broadcast: Wednesdays at 18:00 (JST)'],['Licensors: Nozomi Entertainment'],['Favorites: 114'],['Popularity: #3110'],"['Score: 7.211 (scored by 23,746 users)']",https://myanimelist.net/anime/24625/Gundam_Build_Fighters_Try
1165,Hakushaku to Yousei,TV (12 eps),Sep 2008 - Dec 2008,"119,709 members","['Genres: Adventure, Fantasy, Romance']",['Broadcast: Unknown'],['Licensors: Discotek Media'],['Favorites: 543'],['Popularity: #1641'],"['Score: 7.211 (scored by 53,903 users)']",https://myanimelist.net/anime/4551/Hakushaku_to_Yousei
1166,Juu Ou Sei,TV (11 eps),Apr 2006 - Jun 2006,"70,648 members","['Genres: Action, Adventure, Drama, Mystery, Sci-Fi']",['Broadcast: Fridays at 00:45 (JST)'],['Licensors: Funimation'],['Favorites: 365'],['Popularity: #2330'],"['Score: 7.211 (scored by 31,668 users)']",https://myanimelist.net/anime/953/Juu_Ou_Sei
1167,Kamichama Karin,TV (26 eps),Apr 2007 - Sep 2007,"50,183 members","['Genres: Comedy, Fantasy, Romance']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 359'],['Popularity: #2820'],"['Score: 7.211 (scored by 21,622 users)']",https://myanimelist.net/anime/1808/Kamichama_Karin
1168,Moyashimon Returns,TV (11 eps),Jul 2012 - Sep 2012,"24,529 members","['Genres: Comedy, Gourmet, Supernatural']",['Broadcast: Fridays at 00:45 (JST)'],"['Licensors: None found, add some']",['Favorites: 17'],['Popularity: #4084'],"['Score: 7.211 (scored by 12,557 users)']",https://myanimelist.net/anime/13409/Moyashimon_Returns
1169,Nogizaka Haruka no Himitsu,TV (12 eps),Jul 2008 - Sep 2008,"130,737 members","['Genres: Comedy, Romance']",['Broadcast: Unknown'],['Licensors: Discotek Media'],['Favorites: 436'],['Popularity: #1528'],"['Score: 7.211 (scored by 66,380 users)']",https://myanimelist.net/anime/3467/Nogizaka_Haruka_no_Himitsu
1170,Nurse Angel Ririka SOS,TV (35 eps),Jul 1995 - Mar 1996,"4,256 members","['Genres: Drama, Fantasy']",['Broadcast: Fridays at 18:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 23'],['Popularity: #8310'],"['Score: 7.211 (scored by 1,012 users)']",https://myanimelist.net/anime/616/Nurse_Angel_Ririka_SOS
1171,Saiyuuki Reload Blast,TV (12 eps),Jul 2017 - Sep 2017,"39,109 members","['Genres: Action, Adventure, Comedy, Drama, Supernatural']",['Broadcast: Wednesdays at 22:30 (JST)'],['Licensors: Funimation'],['Favorites: 97'],['Popularity: #3242'],"['Score: 7.211 (scored by 12,078 users)']",https://myanimelist.net/anime/33726/Saiyuuki_Reload_Blast
1172,Toaru Kagaku no Accelerator,TV (12 eps),Jul 2019 - Sep 2019,"218,298 members","['Genres: Fantasy, Supernatural']",['Broadcast: Fridays at 22:00 (JST)'],['Licensors: Funimation'],['Favorites: 868'],['Popularity: #988'],"['Score: 7.211 (scored by 90,263 users)']",https://myanimelist.net/anime/38480/Toaru_Kagaku_no_Accelerator
1173,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,TV (12 eps),Jul 2007 - Oct 2007,"36,779 members","['Genres: Action, Drama, Fantasy, Horror, Mystery']",['Broadcast: Fridays at 23:00 (JST)'],"['Licensors: ADV Films, Funimation']",['Favorites: 63'],['Popularity: #3347'],"['Score: 7.211 (scored by 13,979 users)']",https://myanimelist.net/anime/2683/Tokyo_Majin_Gakuen_Kenpucho__Tou_Dai_Ni_Maku
1174,Kuruneko,TV (50 eps),Jul 2009 - Jun 2010,"4,718 members","['Genres: Comedy, Slice of Life']",['Broadcast: Saturdays at 11:40 (JST)'],"['Licensors: None found, add some']",['Favorites: 9'],['Popularity: #7996'],"['Score: 7.201 (scored by 1,147 users)']",https://myanimelist.net/anime/6604/Kuruneko
1175,Kyou no 5 no 2 (TV),TV (13 eps),Oct 2008 - Dec 2008,"34,815 members","['Genres: Comedy, Ecchi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 48'],['Popularity: #3448'],"['Score: 7.201 (scored by 13,735 users)']",https://myanimelist.net/anime/4903/Kyou_no_5_no_2_TV
1176,Love Stage!!,TV (10 eps),Jul 2014 - Sep 2014,"247,266 members","['Genres: Boys Love, Comedy, Romance']",['Broadcast: Thursdays at 01:05 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,584']",['Popularity: #873'],"['Score: 7.201 (scored by 138,127 users)']",https://myanimelist.net/anime/21105/Love_Stage
1177,Mikan Enikki,TV (30 eps),Oct 1992 - Jun 1993,"2,905 members","['Genres: Comedy, Romance, Slice of Life']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 25'],['Popularity: #9364'],['Score: 7.201 (scored by 803 users)'],https://myanimelist.net/anime/3345/Mikan_Enikki
1178,Oh! Edo Rocket,TV (26 eps),Apr 2007 - Sep 2007,"12,222 members","['Genres: Comedy, Drama, Fantasy, Sci-Fi']",['Broadcast: Wednesdays at 02:00 (JST)'],['Licensors: Funimation'],['Favorites: 32'],['Popularity: #5433'],"['Score: 7.201 (scored by 4,276 users)']",https://myanimelist.net/anime/2152/Oh_Edo_Rocket
1179,Ou Dorobou Jing,TV (13 eps),May 2002 - Aug 2002,"36,476 members","['Genres: Adventure, Comedy, Fantasy, Sci-Fi']",['Broadcast: Unknown'],['Licensors: ADV Films'],['Favorites: 205'],['Popularity: #3364'],"['Score: 7.201 (scored by 14,156 users)']",https://myanimelist.net/anime/107/Ou_Dorobou_Jing
1180,Outbreak Company,TV (12 eps),Oct 2013 - Dec 2013,"343,887 members","['Genres: Comedy, Fantasy']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 875'],['Popularity: #609'],"['Score: 7.201 (scored by 172,644 users)']",https://myanimelist.net/anime/19369/Outbreak_Company
1181,Princess Nine: Kisaragi Joshikou Yakyuubu,TV (26 eps),Apr 1998 - Oct 1998,"11,762 members","['Genres: Drama, Romance, Sports']",['Broadcast: Wednesdays at 18:00 (JST)'],"['Licensors: ADV Films, Nozomi Entertainment']",['Favorites: 46'],['Popularity: #5510'],"['Score: 7.201 (scored by 3,769 users)']",https://myanimelist.net/anime/1846/Princess_Nine__Kisaragi_Joshikou_Yakyuubu
1182,Shikabane Hime: Aka,TV (13 eps),Oct 2008 - Dec 2008,"119,152 members","['Genres: Action, Horror, Supernatural']",['Broadcast: Unknown'],['Licensors: Funimation'],['Favorites: 236'],['Popularity: #1648'],"['Score: 7.201 (scored by 43,971 users)']",https://myanimelist.net/anime/4581/Shikabane_Hime__Aka
1183,Sword Art Online,TV (25 eps),Jul 2012 - Dec 2012,"2,894,322 members","['Genres: Action, Adventure, Fantasy, Romance']",['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 66,157']",['Popularity: #5'],"['Score: 7.201 (scored by 2,034,328 users)']",https://myanimelist.net/anime/11757/Sword_Art_Online
1184,Tactics,TV (25 eps),Oct 2004 - Mar 2005,"39,950 members","['Genres: Comedy, Drama, Mystery, Supernatural']",['Broadcast: Unknown'],['Licensors: Manga Entertainment'],['Favorites: 166'],['Popularity: #3207'],"['Score: 7.201 (scored by 13,996 users)']",https://myanimelist.net/anime/173/Tactics
1185,Taiho Shichau zo: Full Throttle,TV (23 eps),Oct 2007 - Mar 2008,"9,525 members","['Genres: Action, Comedy']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 5'],['Popularity: #6025'],"['Score: 7.201 (scored by 3,222 users)']",https://myanimelist.net/anime/3000/Taiho_Shichau_zo__Full_Throttle
1186,Tantei Opera Milky Holmes Dai 2 Maku,TV (12 eps),Jan 2012 - Mar 2012,"17,955 members","['Genres: Comedy, Mystery']",['Broadcast: Unknown'],['Licensors: Funimation'],['Favorites: 68'],['Popularity: #4685'],"['Score: 7.201 (scored by 7,660 users)']",https://myanimelist.net/anime/11341/Tantei_Opera_Milky_Holmes_Dai_2_Maku
1187,Tatakau Shisho: The Book of Bantorra,TV (27 eps),Oct 2009 - Apr 2010,"62,409 members","['Genres: Action, Fantasy']",['Broadcast: Fridays at 22:00 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 200'],['Popularity: #2518'],"['Score: 7.201 (scored by 16,779 users)']",https://myanimelist.net/anime/6758/Tatakau_Shisho__The_Book_of_Bantorra
1188,Yes! Precure 5 GoGo!,TV (48 eps),Feb 2008 - Jan 2009,"10,003 members","['Genres: Action, Fantasy']",['Broadcast: Sundays at 08:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 40'],['Popularity: #5897'],"['Score: 7.201 (scored by 3,917 users)']",https://myanimelist.net/anime/3692/Yes_Precure_5_GoGo
1189,07-Ghost,TV (25 eps),Apr 2009 - Sep 2009,"206,646 members","['Genres: Action, Fantasy']",['Broadcast: Unknown'],['Licensors: Discotek Media'],"['Favorites: 2,066']",['Popularity: #1047'],"['Score: 7.201 (scored by 102,408 users)']",https://myanimelist.net/anime/5525/07-Ghost
1190,Arifureta Shokugyou de Sekai Saikyou 2nd Season,TV (12 eps),Jan 2022 - Mar 2022,"326,771 members","['Genres: Action, Adventure, Fantasy']",['Broadcast: Thursdays at 23:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 4,151']",['Popularity: #645'],"['Score: 7.201 (scored by 124,022 users)']",https://myanimelist.net/anime/40507/Arifureta_Shokugyou_de_Sekai_Saikyou_2nd_Season
1191,Druaga no Tou: The Sword of Uruk,TV (12 eps),Jan 2009 - Mar 2009,"73,059 members","['Genres: Adventure, Fantasy']",['Broadcast: Fridays at 01:30 (JST)'],['Licensors: Funimation'],['Favorites: 84'],['Popularity: #2285'],"['Score: 7.201 (scored by 37,737 users)']",https://myanimelist.net/anime/4726/Druaga_no_Tou__The_Sword_of_Uruk
1192,Futari wa Precure: Splash☆Star,TV (49 eps),Feb 2006 - Jan 2007,"12,563 members","['Genres: Action, Comedy, Fantasy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 84'],['Popularity: #5384'],"['Score: 7.201 (scored by 5,024 users)']",https://myanimelist.net/anime/1534/Futari_wa_Precure__Splash%E2%98%86Star
1193,Higurashi no Naku Koro ni Gou,TV (24 eps),Oct 2020 - Mar 2021,"255,567 members","['Genres: Horror, Mystery, Supernatural, Suspense']",['Broadcast: Thursdays at 23:30 (JST)'],['Licensors: Funimation'],"['Favorites: 1,434']",['Popularity: #843'],"['Score: 7.201 (scored by 82,138 users)']",https://myanimelist.net/anime/41006/Higurashi_no_Naku_Koro_ni_Gou
1194,"Inari, Konkon, Koi Iroha.",TV (10 eps),Jan 2014 - Mar 2014,"158,296 members","['Genres: Comedy, Romance, Supernatural']",['Broadcast: Wednesdays at 01:00 (JST)'],['Licensors: Funimation'],['Favorites: 374'],['Popularity: #1333'],"['Score: 7.201 (scored by 62,658 users)']",https://myanimelist.net/anime/20457/Inari_Konkon_Koi_Iroha
1195,Kakegurui××,TV (12 eps),Jan 2019 - Mar 2019,"718,992 members","['Genres: Drama, Mystery']",['Broadcast: Wednesdays at 02:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,932']",['Popularity: #240'],"['Score: 7.201 (scored by 431,108 users)']",https://myanimelist.net/anime/37086/Kakegurui%C3%97%C3%97
1196,Arabian Nights: Sindbad no Bouken (TV),TV (52 eps),Oct 1975 - Sep 1976,"6,847 members","['Genres: Adventure, Fantasy, Romance']",['Broadcast: Wednesdays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 26'],['Popularity: #6878'],"['Score: 7.191 (scored by 3,475 users)']",https://myanimelist.net/anime/2825/Arabian_Nights__Sindbad_no_Bouken_TV
1197,Ayashi no Ceres,TV (24 eps),Apr 2000 - Sep 2000,"59,828 members","['Genres: Adventure, Drama, Horror, Romance, Supernatural, Suspense']",['Broadcast: Thursdays at 18:30 (JST)'],"['Licensors: VIZ Media, Discotek Media']",['Favorites: 472'],['Popularity: #2574'],"['Score: 7.191 (scored by 27,062 users)']",https://myanimelist.net/anime/104/Ayashi_no_Ceres
1198,Cat's Eye,TV (73 eps),Jul 1983 - Jul 1985,"19,746 members","['Genres: Action, Adventure, Comedy, Mystery, Romance']",['Broadcast: Unknown'],['Licensors: Nozomi Entertainment'],['Favorites: 83'],['Popularity: #4495'],"['Score: 7.191 (scored by 6,699 users)']",https://myanimelist.net/anime/2043/Cats_Eye
1199,D.C.II S.S.: Da Capo II Second Season,TV (13 eps),Apr 2008 - Jun 2008,"29,217 members","['Genres: Comedy, Drama, Fantasy, Romance']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 50'],['Popularity: #3752'],"['Score: 7.191 (scored by 12,908 users)']",https://myanimelist.net/anime/3627/DCII_SS__Da_Capo_II_Second_Season
1200,Date A Live II,TV (10 eps),Apr 2014 - Jun 2014,"602,247 members","['Genres: Comedy, Romance, Sci-Fi']",['Broadcast: Saturdays at 01:35 (JST)'],['Licensors: Funimation'],"['Favorites: 2,165']",['Popularity: #319'],"['Score: 7.191 (scored by 372,032 users)']",https://myanimelist.net/anime/19163/Date_A_Live_II
1201,Date A Live III,TV (12 eps),Jan 2019 - Mar 2019,"361,721 members","['Genres: Comedy, Romance, Sci-Fi']",['Broadcast: Fridays at 21:30 (JST)'],['Licensors: Funimation'],"['Favorites: 1,612']",['Popularity: #575'],"['Score: 7.191 (scored by 189,630 users)']",https://myanimelist.net/anime/36633/Date_A_Live_III
1202,Dimension W,TV (12 eps),Jan 2016 - Mar 2016,"288,711 members","['Genres: Action, Sci-Fi']",['Broadcast: Sundays at 22:30 (JST)'],['Licensors: Funimation'],['Favorites: 818'],['Popularity: #747'],"['Score: 7.191 (scored by 135,701 users)']",https://myanimelist.net/anime/31163/Dimension_W
1203,Figure 17: Tsubasa & Hikaru,TV (13 eps),May 2001 - May 2002,"12,959 members","['Genres: Sci-Fi, Slice of Life']",['Broadcast: Unknown'],['Licensors: Media Blasters'],['Favorites: 70'],['Popularity: #5321'],"['Score: 7.191 (scored by 3,285 users)']",https://myanimelist.net/anime/1126/Figure_17__Tsubasa___Hikaru
1204,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",TV (12 eps),Apr 2022 - Jun 2022,"253,435 members","['Genres: Action, Fantasy']",['Broadcast: Thursdays at 23:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,553']",['Popularity: #851'],"['Score: 7.191 (scored by 123,395 users)']",https://myanimelist.net/anime/48760/Gaikotsu_Kishi-sama_Tadaima_Isekai_e_Odekakechuu
1205,Giant Gorg,TV (26 eps),Apr 1984 - Sep 1984,"5,689 members","['Genres: Action, Adventure, Sci-Fi']",['Broadcast: Unknown'],['Licensors: Discotek Media'],['Favorites: 27'],['Popularity: #7387'],"['Score: 7.191 (scored by 1,165 users)']",https://myanimelist.net/anime/3327/Giant_Gorg
1206,Housekishou Richard-shi no Nazo Kantei,TV (12 eps),Jan 2020 - Mar 2020,"62,397 members","['Genres: Drama, Mystery']",['Broadcast: Thursdays at 23:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 267'],['Popularity: #2519'],"['Score: 7.191 (scored by 21,930 users)']",https://myanimelist.net/anime/40230/Housekishou_Richard-shi_no_Nazo_Kantei
1207,Kiddy Grade,TV (24 eps),Oct 2002 - Mar 2003,"44,587 members","['Genres: Action, Sci-Fi, Ecchi']",['Broadcast: Unknown'],['Licensors: Funimation'],['Favorites: 248'],['Popularity: #3012'],"['Score: 7.191 (scored by 18,627 users)']",https://myanimelist.net/anime/274/Kiddy_Grade
1208,Kimi ga Nozomu Eien,TV (14 eps),Oct 2003 - Jan 2004,"137,743 members","['Genres: Drama, Romance']",['Broadcast: Sundays at 00:50 (JST)'],['Licensors: Funimation'],"['Favorites: 1,042']",['Popularity: #1465'],"['Score: 7.191 (scored by 67,054 users)']",https://myanimelist.net/anime/147/Kimi_ga_Nozomu_Eien
1209,Kono Bijutsu-bu ni wa Mondai ga Aru!,TV (12 eps),Jul 2016 - Sep 2016,"286,852 members","['Genres: Comedy, Romance']",['Broadcast: Fridays at 02:28 (JST)'],['Licensors: Maiden Japan'],['Favorites: 745'],['Popularity: #752'],"['Score: 7.191 (scored by 122,148 users)']",https://myanimelist.net/anime/31952/Kono_Bijutsu-bu_ni_wa_Mondai_ga_Aru
1210,Le Chevalier D'Eon,TV (24 eps),Jul 2006 - Feb 2007,"57,566 members","['Genres: Mystery, Supernatural']",['Broadcast: Unknown'],"['Licensors: ADV Films, Funimation']",['Favorites: 232'],['Popularity: #2626'],"['Score: 7.191 (scored by 15,125 users)']",https://myanimelist.net/anime/1013/Le_Chevalier_DEon
1211,Munou na Nana,TV (13 eps),Oct 2020 - Dec 2020,"298,449 members","['Genres: Supernatural, Suspense']",['Broadcast: Sundays at 21:30 (JST)'],"['Licensors: Funimation, Muse Communication']","['Favorites: 1,453']",['Popularity: #721'],"['Score: 7.191 (scored by 146,955 users)']",https://myanimelist.net/anime/41619/Munou_na_Nana
1212,Rewrite 2nd Season,TV (11 eps),Jan 2017 - Mar 2017,"109,575 members","['Genres: Action, Comedy, Romance, Supernatural']",['Broadcast: Saturdays at 23:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 414'],['Popularity: #1764'],"['Score: 7.191 (scored by 49,505 users)']",https://myanimelist.net/anime/34126/Rewrite_2nd_Season
1213,Star Driver: Kagayaki no Takuto,TV (25 eps),Oct 2010 - Apr 2011,"110,386 members","['Genres: Action, Romance, Sci-Fi']",['Broadcast: Sundays at 17:00 (JST)'],"['Licensors: Bandai Entertainment, Aniplex of America']",['Favorites: 591'],['Popularity: #1750'],"['Score: 7.191 (scored by 44,409 users)']",https://myanimelist.net/anime/8934/Star_Driver__Kagayaki_no_Takuto
1214,Uta no☆Prince-sama♪ Maji Love 2000%,TV (13 eps),Apr 2013 - Jun 2013,"109,260 members","['Genres: Comedy, Romance']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 538'],['Popularity: #1770'],"['Score: 7.191 (scored by 54,467 users)']",https://myanimelist.net/anime/12711/Uta_no%E2%98%86Prince-sama%E2%99%AA_Maji_Love_2000
1215,Wagaya no Oinari-sama.,TV (24 eps),Apr 2008 - Sep 2008,"31,687 members","['Genres: Adventure, Fantasy, Supernatural']",['Broadcast: Mondays at 00:00 (JST)'],"['Licensors: NIS America, Inc.']",['Favorites: 79'],['Popularity: #3596'],"['Score: 7.191 (scored by 11,742 users)']",https://myanimelist.net/anime/3322/Wagaya_no_Oinari-sama
1216,Yes! Precure 5,TV (49 eps),Feb 2007 - Jan 2008,"15,988 members","['Genres: Action, Fantasy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 94'],['Popularity: #4896'],"['Score: 7.191 (scored by 6,469 users)']",https://myanimelist.net/anime/1932/Yes_Precure_5
1217,Yu☆Gi☆Oh! Duel Monsters GX,TV (180 eps),Oct 2004 - Mar 2008,"204,690 members","['Genres: Action, Comedy, Fantasy']",['Broadcast: Wednesdays at 18:30 (JST)'],"['Licensors: 4Kids Entertainment, Flatiron Film Company']","['Favorites: 1,504']",['Popularity: #1056'],"['Score: 7.191 (scored by 128,879 users)']",https://myanimelist.net/anime/482/Yu%E2%98%86Gi%E2%98%86Oh_Duel_Monsters_GX
1218,Zoids Genesis,TV (50 eps),Apr 2005 - Mar 2006,"15,322 members","['Genres: Action, Adventure, Comedy']",['Broadcast: Unknown'],['Licensors: VIZ Media'],['Favorites: 31'],['Popularity: #4975'],"['Score: 7.191 (scored by 6,317 users)']",https://myanimelist.net/anime/712/Zoids_Genesis
1219,Youkai Apartment no Yuuga na Nichijou,TV (26 eps),Jul 2017 - Dec 2017,"65,409 members","['Genres: Slice of Life, Supernatural']",['Broadcast: Mondays at 23:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 208'],['Popularity: #2437'],"['Score: 7.181 (scored by 25,685 users)']",https://myanimelist.net/anime/35220/Youkai_Apartment_no_Yuuga_na_Nichijou
1220,Arknights: Reimei Zensou,TV (8 eps),Oct 2022 - Dec 2022,"80,266 members","['Genres: Action, Fantasy']",['Broadcast: Saturdays at 01:23 (JST)'],"['Licensors: None found, add some']",['Favorites: 947'],['Popularity: #2142'],"['Score: 7.181 (scored by 24,265 users)']",https://myanimelist.net/anime/50205/Arknights__Reimei_Zensou
1221,C: The Money of Soul and Possibility Control,TV (11 eps),Apr 2011 - Jun 2011,"296,024 members","['Genres: Action, Mystery, Suspense']",['Broadcast: Fridays at 00:45 (JST)'],['Licensors: Funimation'],"['Favorites: 1,234']",['Popularity: #727'],"['Score: 7.181 (scored by 142,406 users)']",https://myanimelist.net/anime/10163/C__The_Money_of_Soul_and_Possibility_Control
1222,Dash! Kappei,TV (65 eps),Oct 1981 - Dec 1982,"5,191 members","['Genres: Comedy, Sports, Ecchi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 30'],['Popularity: #7714'],"['Score: 7.191 (scored by 2,464 users)']",https://myanimelist.net/anime/2748/Dash_Kappei
1223,Fate/Apocrypha,TV (25 eps),Jul 2017 - Dec 2017,"450,244 members","['Genres: Action, Drama, Fantasy, Supernatural']",['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 2,489']",['Popularity: #442'],"['Score: 7.181 (scored by 236,954 users)']",https://myanimelist.net/anime/34662/Fate_Apocrypha
