,anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page
1224,Fate/kaleid liner Prisma☆Illya 2wei Herz!,TV (10 eps),Jul 2015 - Sep 2015,"135,386 members","['Genres: Action, Comedy, Fantasy, Slice of Life']",['Broadcast: Saturdays at 01:40 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 248'],['Popularity: #1491'],"['Score: 7.181 (scored by 70,159 users)']",https://myanimelist.net/anime/27525/Fate_kaleid_liner_Prisma%E2%98%86Illya_2wei_Herz
1225,Hakozume: Kouban Joshi no Gyakushuu,TV (13 eps),Jan 2022 - Mar 2022,"48,337 members","['Genres: Comedy, Slice of Life']",['Broadcast: Wednesdays at 23:30 (JST)'],['Licensors: Funimation'],['Favorites: 153'],['Popularity: #2883'],"['Score: 7.181 (scored by 20,280 users)']",https://myanimelist.net/anime/49519/Hakozume__Kouban_Joshi_no_Gyakushuu
1226,Kaze no Stigma,TV (24 eps),Apr 2007 - Sep 2007,"439,213 members","['Genres: Action, Romance, Supernatural']",['Broadcast: Fridays at 01:30 (JST)'],['Licensors: Funimation'],"['Favorites: 1,951']",['Popularity: #451'],"['Score: 7.181 (scored by 230,768 users)']",https://myanimelist.net/anime/1691/Kaze_no_Stigma
1227,Kidou Senshi Gundam SEED Destiny,TV (50 eps),Oct 2004 - Oct 2005,"102,390 members","['Genres: Action, Drama, Romance, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: Bandai Entertainment, NYAV Post']","['Favorites: 1,047']",['Popularity: #1844'],"['Score: 7.181 (scored by 62,266 users)']",https://myanimelist.net/anime/94/Kidou_Senshi_Gundam_SEED_Destiny
1228,Mermaid Melody Pichi Pichi Pitch Pure,TV (39 eps),Apr 2004 - Dec 2004,"42,533 members","['Genres: Adventure, Comedy, Romance']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 217'],['Popularity: #3084'],"['Score: 7.181 (scored by 22,693 users)']",https://myanimelist.net/anime/1110/Mermaid_Melody_Pichi_Pichi_Pitch_Pure
1229,Mister Ajikko,TV (99 eps),Oct 1987 - Sep 1989,"4,605 members","['Genres: Comedy, Gourmet']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 13'],['Popularity: #8073'],"['Score: 7.181 (scored by 1,068 users)']",https://myanimelist.net/anime/3437/Mister_Ajikko
1230,Nogizaka Haruka no Himitsu: Purezza,TV (12 eps),Oct 2009 - Dec 2009,"69,760 members","['Genres: Comedy, Romance, Ecchi']",['Broadcast: Unknown'],['Licensors: Discotek Media'],['Favorites: 90'],['Popularity: #2347'],"['Score: 7.181 (scored by 39,563 users)']",https://myanimelist.net/anime/6023/Nogizaka_Haruka_no_Himitsu__Purezza
1231,Shin Taketori Monogatari: 1000-nen Joou,TV (42 eps),Apr 1981 - Mar 1982,"5,198 members","['Genres: Drama, Mystery, Sci-Fi']",['Broadcast: Thursdays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 23'],['Popularity: #7710'],"['Score: 7.171 (scored by 1,227 users)']",https://myanimelist.net/anime/1548/Shin_Taketori_Monogatari__1000-nen_Joou
1232,Sola,TV (13 eps),Apr 2007 - Jun 2007,"98,123 members","['Genres: Drama, Romance, Supernatural']",['Broadcast: Unknown'],['Licensors: Bandai Entertainment'],['Favorites: 403'],['Popularity: #1898'],"['Score: 7.181 (scored by 44,853 users)']",https://myanimelist.net/anime/1965/Sola
1233,Suzuka,TV (26 eps),Jul 2005 - Dec 2005,"112,302 members","['Genres: Drama, Romance, Sports']",['Broadcast: Thursdays at 01:00 (JST)'],['Licensors: Funimation'],['Favorites: 639'],['Popularity: #1730'],"['Score: 7.181 (scored by 53,015 users)']",https://myanimelist.net/anime/390/Suzuka
1234,Tenkuu Senki Shurato,TV (38 eps),Apr 1989 - Jan 1990,"10,423 members","['Genres: Action, Fantasy']",['Broadcast: Thursdays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 55'],['Popularity: #5798'],"['Score: 7.181 (scored by 4,846 users)']",https://myanimelist.net/anime/2113/Tenkuu_Senki_Shurato
1235,Kotoura-san,TV (12 eps),Jan 2013 - Mar 2013,"323,787 members","['Genres: Comedy, Drama, Romance']",['Broadcast: Unknown'],"['Licensors: NIS America, Inc.']","['Favorites: 1,024']",['Popularity: #650'],"['Score: 7.171 (scored by 169,779 users)']",https://myanimelist.net/anime/15379/Kotoura-san
1236,Kujira no Kora wa Sajou ni Utau,TV (12 eps),Oct 2017 - Dec 2017,"217,050 members","['Genres: Drama, Fantasy, Mystery']",['Broadcast: Sundays at 23:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 966'],['Popularity: #995'],"['Score: 7.171 (scored by 99,317 users)']",https://myanimelist.net/anime/34712/Kujira_no_Kora_wa_Sajou_ni_Utau
1237,Lady Georgie,TV (45 eps),Apr 1983 - Feb 1984,"9,753 members","['Genres: Drama, Romance']",['Broadcast: Saturdays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 60'],['Popularity: #5966'],"['Score: 7.171 (scored by 4,079 users)']",https://myanimelist.net/anime/2542/Lady_Georgie
1238,Lupin III: Part 6,TV (24 eps),Oct 2021 - Mar 2022,"20,182 members","['Genres: Action, Adventure, Comedy, Mystery']",['Broadcast: Sundays at 00:55 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 139'],['Popularity: #4452'],"['Score: 7.171 (scored by 4,638 users)']",https://myanimelist.net/anime/49040/Lupin_III__Part_6
1239,Mirai Keisatsu Urashiman,TV (50 eps),Jan 1983 - Dec 1983,"2,420 members","['Genres: Action, Comedy, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: Sentai Filmworks, Saban Entertainment']",['Favorites: 5'],['Popularity: #9853'],['Score: 7.171 (scored by 617 users)'],https://myanimelist.net/anime/2933/Mirai_Keisatsu_Urashiman
1240,Mojakou,TV (74 eps),Oct 1995 - Mar 1997,"2,476 members","['Genres: Comedy, Fantasy, Sci-Fi']",['Broadcast: Tuesdays at 18:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 11'],['Popularity: #9794'],"['Score: 7.171 (scored by 1,272 users)']",https://myanimelist.net/anime/2736/Mojakou
1241,Ookami-san to Shichinin no Nakama-tachi,TV (12 eps),Jul 2010 - Sep 2010,"268,991 members","['Genres: Comedy, Romance']",['Broadcast: Unknown'],['Licensors: Funimation'],['Favorites: 775'],['Popularity: #806'],"['Score: 7.171 (scored by 126,742 users)']",https://myanimelist.net/anime/7769/Ookami-san_to_Shichinin_no_Nakama-tachi
1242,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",TV (10 eps),Oct 2013 - Dec 2013,"392,034 members","['Genres: Comedy, Romance']",['Broadcast: Thursdays at 01:00 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,486']",['Popularity: #520'],"['Score: 7.171 (scored by 208,267 users)']",https://myanimelist.net/anime/19221/Ore_no_Nounai_Sentakushi_ga_Gakuen_Love_Comedy_wo_Zenryoku_de_Jama_Shiteiru
1243,Phi Brain: Kami no Puzzle,TV (25 eps),Oct 2011 - Apr 2012,"105,764 members","['Genres: Action, Mystery']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 224'],['Popularity: #1810'],"['Score: 7.171 (scored by 43,688 users)']",https://myanimelist.net/anime/9981/Phi_Brain__Kami_no_Puzzle
1244,Planet With,TV (12 eps),Jul 2018 - Sep 2018,"55,690 members","['Genres: Action, Sci-Fi']",['Broadcast: Sundays at 22:30 (JST)'],['Licensors: Discotek Media'],['Favorites: 138'],['Popularity: #2675'],"['Score: 7.171 (scored by 23,032 users)']",https://myanimelist.net/anime/37578/Planet_With
1245,Sabikui Bisco,TV (12 eps),Jan 2022 - Mar 2022,"223,248 members","['Genres: Action, Adventure, Fantasy, Sci-Fi']",['Broadcast: Tuesdays at 00:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,354']",['Popularity: #960'],"['Score: 7.171 (scored by 87,810 users)']",https://myanimelist.net/anime/48414/Sabikui_Bisco
1246,"Sentouin, Hakenshimasu!",TV (12 eps),Apr 2021 - Jun 2021,"337,073 members","['Genres: Action, Comedy, Fantasy, Sci-Fi']",['Broadcast: Sundays at 21:00 (JST)'],['Licensors: Funimation'],"['Favorites: 1,930']",['Popularity: #628'],"['Score: 7.171 (scored by 157,449 users)']",https://myanimelist.net/anime/41456/Sentouin_Hakenshimasu
1247,Shin Hakkenden,TV (26 eps),Apr 1999 - Sep 1999,"6,147 members","['Genres: Action, Adventure, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 21'],['Popularity: #7176'],"['Score: 7.171 (scored by 2,193 users)']",https://myanimelist.net/anime/1823/Shin_Hakkenden
1248,Shin Shirayuki-hime Densetsu Prétear,TV (13 eps),Apr 2001 - Jun 2001,"61,145 members","['Genres: Comedy, Drama, Fantasy, Romance']",['Broadcast: Wednesdays at 18:30 (JST)'],"['Licensors: ADV Films, Funimation']",['Favorites: 403'],['Popularity: #2541'],"['Score: 7.171 (scored by 27,900 users)']",https://myanimelist.net/anime/100/Shin_Shirayuki-hime_Densetsu_Pr%C3%A9tear
1249,Vandread,TV (13 eps),Oct 2000 - Dec 2000,"81,643 members","['Genres: Action, Sci-Fi, Ecchi']",['Broadcast: Tuesdays at 18:30 (JST)'],"['Licensors: Funimation, Geneon Entertainment USA']",['Favorites: 416'],['Popularity: #2126'],"['Score: 7.171 (scored by 42,779 users)']",https://myanimelist.net/anime/180/Vandread
1250,Area no Kishi,TV (37 eps),Jan 2012 - Sep 2012,"72,293 members","['Genres: Comedy, Sports']",['Broadcast: Saturdays at 06:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 216'],['Popularity: #2299'],"['Score: 7.171 (scored by 34,043 users)']",https://myanimelist.net/anime/11697/Area_no_Kishi
1251,"Benriya Saitou-san, Isekai ni Iku",TV (12 eps),Jan 2023 -,"71,086 members","['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Sundays at 22:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 229'],['Popularity: #2315'],"['Score: 7.171 (scored by 10,546 users)']",https://myanimelist.net/anime/50854/Benriya_Saitou-san_Isekai_ni_Iku
1252,Boku wa Tomodachi ga Sukunai,TV (12 eps),Oct 2011 - Dec 2011,"776,218 members","['Genres: Comedy, Romance, Ecchi']",['Broadcast: Fridays at 01:55 (JST)'],['Licensors: Funimation'],"['Favorites: 3,727']",['Popularity: #211'],"['Score: 7.171 (scored by 437,485 users)']",https://myanimelist.net/anime/10719/Boku_wa_Tomodachi_ga_Sukunai
1253,Chuukan Kanriroku Tonegawa,TV (24 eps),Jul 2018 - Dec 2018,"38,828 members","['Genres: Comedy, Drama']",['Broadcast: Wednesdays at 00:00 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 107'],['Popularity: #3255'],"['Score: 7.171 (scored by 13,034 users)']",https://myanimelist.net/anime/37338/Chuukan_Kanriroku_Tonegawa
1254,D.N.Angel,TV (26 eps),Apr 2003 - Sep 2003,"180,740 members","['Genres: Action, Comedy, Fantasy, Romance']",['Broadcast: Unknown'],"['Licensors: ADV Films, Discotek Media']","['Favorites: 1,252']",['Popularity: #1178'],"['Score: 7.171 (scored by 97,462 users)']",https://myanimelist.net/anime/61/DNAngel
1255,Date A Live,TV (12 eps),Apr 2013 - Jun 2013,"971,859 members","['Genres: Comedy, Romance, Sci-Fi']",['Broadcast: Saturdays at 01:30 (JST)'],['Licensors: Funimation'],"['Favorites: 9,335']",['Popularity: #144'],"['Score: 7.171 (scored by 552,128 users)']",https://myanimelist.net/anime/15583/Date_A_Live
1256,Densetsu no Yuusha da Garn,TV (46 eps),Feb 1992 - Jan 1993,"4,161 members","['Genres: Action, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 16'],['Popularity: #8377'],"['Score: 7.171 (scored by 1,062 users)']",https://myanimelist.net/anime/2803/Densetsu_no_Yuusha_da_Garn
1257,Dr. Slump: Arale-chan,TV (243 eps),Apr 1981 - Feb 1986,"14,516 members","['Genres: Comedy, Sci-Fi, Slice of Life']",['Broadcast: Wednesdays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 65'],['Popularity: #5073'],"['Score: 7.171 (scored by 5,431 users)']",https://myanimelist.net/anime/2222/Dr_Slump__Arale-chan
1258,"Eiyuu-ou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",TV (12 eps),Jan 2023 -,"78,468 members","['Genres: Action, Fantasy']",['Broadcast: Tuesdays at 01:45 (JST)'],"['Licensors: None found, add some']",['Favorites: 372'],['Popularity: #2174'],"['Score: 7.161 (scored by 11,588 users)']",https://myanimelist.net/anime/50481/Eiyuu-ou_Bu_wo_Kiwameru_Tame_Tenseisu__Soshite_Sekai_Saikyou_no_Minarai_Kishi%E2%99%80
1259,Fantasy Bishoujo Juniku Ojisan to,TV (12 eps),Jan 2022 - Mar 2022,"146,479 members","['Genres: Adventure, Comedy, Fantasy, Romance']",['Broadcast: Wednesdays at 00:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 687'],['Popularity: #1407'],"['Score: 7.171 (scored by 65,750 users)']",https://myanimelist.net/anime/48997/Fantasy_Bishoujo_Juniku_Ojisan_to
1260,Galaxy Angel Z,TV (9 eps),Feb 2002 - Mar 2002,"10,002 members","['Genres: Comedy, Sci-Fi']",['Broadcast: Sundays at 09:30 (JST)'],"['Licensors: Nozomi Entertainment, Bandai Entertainment']",['Favorites: 7'],['Popularity: #5896'],"['Score: 7.171 (scored by 4,695 users)']",https://myanimelist.net/anime/652/Galaxy_Angel_Z
1261,Hentai Ouji to Warawanai Neko.,TV (12 eps),Apr 2013 - Jun 2013,"434,192 members","['Genres: Comedy, Romance, Supernatural']",['Broadcast: Saturdays at 22:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,677']",['Popularity: #460'],"['Score: 7.171 (scored by 230,055 users)']",https://myanimelist.net/anime/15225/Hentai_Ouji_to_Warawanai_Neko
1262,Hiiro no Kakera 2,TV (13 eps),Sep 2012 - Dec 2012,"51,574 members","['Genres: Fantasy, Romance, Supernatural']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 133'],['Popularity: #2781'],"['Score: 7.171 (scored by 24,579 users)']",https://myanimelist.net/anime/14645/Hiiro_no_Kakera_2
1263,Hitsugi no Chaika: Avenging Battle,TV (10 eps),Oct 2014 - Dec 2014,"197,149 members","['Genres: Action, Adventure, Fantasy, Romance']",['Broadcast: Thursdays at 01:05 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 195'],['Popularity: #1090'],"['Score: 7.171 (scored by 105,955 users)']",https://myanimelist.net/anime/24231/Hitsugi_no_Chaika__Avenging_Battle
1264,Joukamachi no Dandelion,TV (12 eps),Jul 2015 - Sep 2015,"162,366 members","['Genres: Comedy, Slice of Life']",['Broadcast: Fridays at 02:16 (JST)'],['Licensors: Funimation'],['Favorites: 412'],['Popularity: #1302'],"['Score: 7.171 (scored by 62,733 users)']",https://myanimelist.net/anime/28387/Joukamachi_no_Dandelion
1265,Kaitou Joker 3rd Season,TV (13 eps),Apr 2016 - Jun 2016,"4,969 members","['Genres: Adventure, Comedy, Mystery']",['Broadcast: Mondays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 15'],['Popularity: #7840'],"['Score: 7.171 (scored by 2,098 users)']",https://myanimelist.net/anime/31670/Kaitou_Joker_3rd_Season
1266,Kami-tachi ni Hirowareta Otoko 2nd Season,TV (12 eps),Jan 2023 -,"70,495 members","['Genres: Fantasy, Slice of Life']",['Broadcast: Mondays at 00:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 620'],['Popularity: #2331'],"['Score: 7.171 (scored by 6,123 users)']",https://myanimelist.net/anime/49109/Kami-tachi_ni_Hirowareta_Otoko_2nd_Season
1267,4-nin wa Sorezore Uso wo Tsuku,TV (11 eps),Oct 2022 - Dec 2022,"29,419 members","['Genres: Comedy, Supernatural']",['Broadcast: Sundays at 02:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 103'],['Popularity: #3737'],"['Score: 7.151 (scored by 10,336 users)']",https://myanimelist.net/anime/51464/4-nin_wa_Sorezore_Uso_wo_Tsuku
1268,Deadman Wonderland,TV (12 eps),Apr 2011 - Jul 2011,"1,179,090 members","['Genres: Action, Horror, Sci-Fi, Supernatural']",['Broadcast: Sundays at 01:00 (JST)'],['Licensors: Funimation'],"['Favorites: 6,583']",['Popularity: #102'],"['Score: 7.161 (scored by 656,871 users)']",https://myanimelist.net/anime/6880/Deadman_Wonderland
1269,Gingitsune,TV (12 eps),Oct 2013 - Dec 2013,"55,659 members","['Genres: Slice of Life, Supernatural']",['Broadcast: Mondays at 01:05 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 93'],['Popularity: #2678'],"['Score: 7.161 (scored by 23,128 users)']",https://myanimelist.net/anime/18411/Gingitsune
1270,Guin Saga,TV (26 eps),Apr 2009 - Sep 2009,"42,449 members","['Genres: Adventure, Fantasy']",['Broadcast: Sundays at 23:29 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 123'],['Popularity: #3087'],"['Score: 7.161 (scored by 15,093 users)']",https://myanimelist.net/anime/5041/Guin_Saga
1271,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",TV (23 eps),Oct 2018 - Mar 2019,"37,360 members","['Genres: Comedy, Drama, Mystery']",['Broadcast: Saturdays at 17:30 (JST)'],['Licensors: Funimation'],['Favorites: 122'],['Popularity: #3316'],"['Score: 7.161 (scored by 15,172 users)']",https://myanimelist.net/anime/37490/Gyakuten_Saiban__Sono_Shinjitsu_Igi_Ari_Season_2
1272,Haikara-san ga Tooru,TV (42 eps),Jun 1978 - Mar 1979,"5,835 members","['Genres: Drama, Romance, Slice of Life']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 18'],['Popularity: #7310'],['Score: 7.161 (scored by 812 users)'],https://myanimelist.net/anime/3335/Haikara-san_ga_Tooru
1273,Kai Byoui Ramune,TV (12 eps),Jan 2021 - Mar 2021,"66,074 members","['Genres: Mystery, Supernatural']",['Broadcast: Sundays at 01:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 296'],['Popularity: #2427'],"['Score: 7.161 (scored by 28,334 users)']",https://myanimelist.net/anime/42822/Kai_Byoui_Ramune
1274,Kyojin no Hoshi,TV (182 eps),Mar 1968 - Sep 1971,"2,574 members","['Genres: Drama, Sports']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 7'],['Popularity: #9674'],['Score: 7.161 (scored by 437 users)'],https://myanimelist.net/anime/5834/Kyojin_no_Hoshi
1275,Kyuuketsuhime Miyu (TV),TV (26 eps),Oct 1997 - Mar 1998,"37,864 members","['Genres: Action, Drama, Horror']",['Broadcast: Tuesdays at 01:15 (JST)'],"['Licensors: Tokyopop, Maiden Japan']",['Favorites: 174'],['Popularity: #3291'],"['Score: 7.161 (scored by 11,875 users)']",https://myanimelist.net/anime/690/Kyuuketsuhime_Miyu_TV
1276,Macross 7,TV (49 eps),Oct 1994 - Sep 1995,"29,321 members","['Genres: Action, Adventure, Comedy, Drama, Romance, Sci-Fi']",['Broadcast: Sundays at 11:00 (JST)'],['Licensors: Nozomi Entertainment'],['Favorites: 261'],['Popularity: #3746'],"['Score: 7.161 (scored by 11,444 users)']",https://myanimelist.net/anime/1397/Macross_7
1277,Mahou no Stage Fancy Lala,TV (26 eps),Apr 1998 - Sep 1998,"11,365 members","['Genres: Comedy, Drama, Romance']",['Broadcast: Sundays at 09:30 (JST)'],['Licensors: Bandai Entertainment'],['Favorites: 47'],['Popularity: #5597'],"['Score: 7.161 (scored by 3,844 users)']",https://myanimelist.net/anime/604/Mahou_no_Stage_Fancy_Lala
1278,Mahou Senshi Louie,TV (24 eps),Apr 2001 - Sep 2001,"20,844 members","['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Tuesdays at 18:30 (JST)'],['Licensors: ADV Films'],['Favorites: 77'],['Popularity: #4376'],"['Score: 7.161 (scored by 8,845 users)']",https://myanimelist.net/anime/1164/Mahou_Senshi_Louie
1279,Mizuiro Jidai,TV (47 eps),Apr 1996 - Feb 1997,"4,633 members","['Genres: Drama, Romance, Slice of Life']",['Broadcast: Thursdays at 18:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 20'],['Popularity: #8050'],"['Score: 7.161 (scored by 1,161 users)']",https://myanimelist.net/anime/1040/Mizuiro_Jidai
1280,Naruto SD: Rock Lee no Seishun Full-Power Ninden,TV (51 eps),Apr 2012 - Mar 2013,"91,728 members","['Genres: Action, Comedy']",['Broadcast: Tuesdays at 18:00 (JST)'],['Licensors: VIZ Media'],['Favorites: 288'],['Popularity: #1985'],"['Score: 7.161 (scored by 46,135 users)']",https://myanimelist.net/anime/12979/Naruto_SD__Rock_Lee_no_Seishun_Full-Power_Ninden
1281,Pumpkin Scissors,TV (24 eps),Oct 2006 - Mar 2007,"41,140 members","['Genres: Action, Comedy, Drama']",['Broadcast: Tuesdays at 02:00 (JST)'],"['Licensors: ADV Films, Funimation']",['Favorites: 123'],['Popularity: #3151'],"['Score: 7.161 (scored by 16,644 users)']",https://myanimelist.net/anime/1538/Pumpkin_Scissors
1282,RPG Densetsu Hepoi,TV (50 eps),Oct 1990 - Sep 1991,858 members,"['Genres: Adventure, Fantasy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 10'],['Popularity: #12814'],['Score: 7.161 (scored by 241 users)'],https://myanimelist.net/anime/9061/RPG_Densetsu_Hepoi
1283,Tears to Tiara,TV (26 eps),Apr 2009 - Sep 2009,"77,219 members","['Genres: Action, Adventure, Fantasy']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 178'],['Popularity: #2207'],"['Score: 7.161 (scored by 30,569 users)']",https://myanimelist.net/anime/3594/Tears_to_Tiara
